title,alternativeTitle,creator,regDate,collectionDb,subjectCategory,subjectKeyword,extent,description,spatialCoverage,temporal,person,language,sourceTitle,charge,referenceIdentifier,rights,copyrightOthers,url,subDescription,issuedDate,contributor
한국인의 마음,,대한민국 정책포털시스템,2021-05-05 02:37:10,문화체육관광부 추천도서,,,사회평론,"이 책은 부제에서 알 수 있듯이 우리의 심리적 기질을 찾는 작업이다. 그런데 그 대상이 오래된 미술이다. 그럼 구체적으로 어떤 심리적 기질을 말하는가? 필자는 조울증형 문화, 전문용어로는 매닉친화형이라고 말한다. 매닉친화형이란 조울증의 병전(病前) 기질을 일컫는다고 하는데 이 개념을 이용하면 흥, 신명, 해학 등 한국인의 외향성과 ‘조용한 아침의 나라’라고 할 수 있는 한국인의 내향성을 모두 설명할 수 있다고 한다. 그것이 성공적인지는 차치하더라도 새로운 시도라고 할 수 있다. 이보다 흥미를 끄는 점은 필자가 한국 전통 미술 전공자와 달리 전통 미술의 현대성에 주목하여 작업을 시작하였다는 것이다. 전공자는 보통 어떤 작품의 역사와 미의식에 관해 내재적 관점에서 설명하는데 반해 필자는 우리 미술품이 일본이나 중국 미술품과는 달리 현대적이라는 것에 주목하여 그것을 드러내고자 한다. 도쿄 민예관에 소장되어 있는 석제약탕관의 현대성을 드러내기 위해서 바우하우스를 대조시키는 식이다. 필자는 ‘어떻게 이런 감성의 미술품을 선조들이 만들게 되었는가?’, ‘도대체 우리는 어떤 민족이기에 이런 현대적 양식의 미술품, 생활용품을 그 옛날에 만들 수 있었는가?’ 라는 물음에 답하면서 우리 미술품의 시각적 특징과 그것이 주는 감성적 효과에 주목한다. 관점을 현대에 두고 있다는 것이 장점이다.",,,,Kor,,"16,000",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1306830340997.jpg,지상현,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=183,탁석산,2011.4.28.,
미술관에 사는 나무들,,대한민국 정책포털시스템,2021-05-05 02:37:10,문화체육관광부 추천도서,,,효형출판,"신윤복의 그림 &lt;月下情人&gt;에서 연인이 한밤중인 삼경에 만나는 게 아니라고 지적한 사람이 있었다. 미술 전문가가 아니라 달 전문가였다고 한다. 그림 속에 있는 눈썹같이 생긴 초승달은 낮에는 보이지 않다가 해가 지는 서쪽 하늘에서 잠시 볼 수 있다는 것이다. 잘 알고 좋아하는 것이 있으면, 무엇을 보아도 그것이 먼저 눈에 띈다. 『미술관에 사는 나무들』도 그렇게 해서 만들어진 책이다. 미술 전문가가 감상하는 법을 안내해 주는 글이 아니라, 나무에 폭 빠져 나무가 그림보다 먼저 보이는 사람이 들려주는 그림 속 나무 이야기인 셈이다. 나무는 땅과 하늘 사이에 수직으로 서 있다. 땅과 하늘 사이에는 사람도 있다. 그래서 나무는 사람을 잘 이해해 주고, 사람은 나무에게서 세상의 이치를 찾고자 한다. 이 책을 읽다보면 우선 나무를 부모처럼, 아내처럼, 친구처럼 대할 줄 알게 되는데, 이렇듯 나무를 보는 감수성의 눈이 깊고 넓어지면 그림을 보는 시각도 더불어 확장되는 것 같다. 이정이 그린 &lt;풍죽도&gt;를 보여 주며 저자는 대나무는 바람에 흔들리기 때문에 곧을 수 있다고 말한다. 어떤 생명체든 태어나면서부터 자신의 철학을 만드는 것이 아니라, 바람에 흔들리면서 바로 서는 법을 배우는 것이란다. 윤두서의 &lt;유하백마도&gt;에서는 버드나무의 부드러운 속성과 백마의 우아한 기품을 연결시켜 이야기한다. 버드나무 아래 말을 매어놓고 말 주인은 어디서 마냥 무얼 하고 있는 걸까. 나무 이야기에 나도 모르게 귀를 기울이게 되는 것은 나무가 사람과 닮았기 때문이다. 마찬가지로 그림 이야기에 줄곧 마음이 가는 것은 그림이 우리의 삶을 슬며시 드러내기 때문이다. 나무와 그림, 나무그림은 그래서 좋다.",,,,Kor,,"14,000",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1306831866022.jpg,강판권,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=184,이주은,2011.4.15.,
유럽 축제 사전,,대한민국 정책포털시스템,2021-05-05 02:37:10,문화체육관광부 추천도서,,,멘토르,"‘28개 국 101개의 유러피언 페스티벌 속으로 안내하는 책’, ‘열정과 전통, 파격이 살아 숨쉬는 유럽 축제의 모든 것을 담은 책’. 홍보용이 아니라 내용에 걸맞은 슬로건이다. 유럽의 음악·연극·무용·오페라 등 무대 예술은 물론 보디페인팅, 서커스, 음식축제까지 망라한 국내서가 처음 나왔다. 일일이 축제의 현장을 찾은 저자의 근성이 놀랍다. 무엇이 그를 이런 고단한 여정으로 이끌었을까. 1999년 ‘난타’ 문화마케팅을 하며 공연기획자로 나선 저자는 우물 속에 머물고 있는 우리 공연계를 위해 긴 여행을 감행한다. 새로운 도전을 위해 회사에 사표를 낸 뒤 2007년에 ‘공연따라 세계일주’, 2009년에는 ‘축제따라 세계일주’를 했다. 그 결과가 2008년의 『카니발 로드』와 이번에 나온 『유럽축제사전』이다. 책 내용은 현지를 답사한 자신감으로 가득하다. 유럽 가을 축제의 백미로 여겨지는 독일의 ‘옥토버 페스티벌’을 보자. “흔히들 맥주 축제로만 알지만 1811년 바이에른 지역의 풍년을 기원하며 시작된 역사를 반영하듯 4년에 한 번씩 농사 이벤트가 포함된다. … 행사가 펼쳐지는 14개의 텐트에 들어가려면 12월에 예약을 해야 한다. 이 행사에 등장하는 맥주는 보통 맥주보다 알코올 도수가 0.5∼1도 높다는 사실을 알고 정신 차리시길….” 오페라와 음악이 주가 되는 엑상프로방스 페스티벌 코너는 축제의 성격을 소개하고는 이런 팁이 뒤따른다. “니스나 리옹에서는 TGV를 타는 것이 좋지만, 마르세유에서는 TGV가 시간이 더 걸리고 돈도 더 드니 일반열차를 이용하시길∼.” 권말 부록으로 엮은 ‘유럽 축제 캘린더 2011’에는 200개 축제의 시간표가 들어 있다. 해외진출을 꿈꾸는 아티스트, 혹은 특별한 여행을 원하는 독자에게 부푼 희망의 지도가 될 것이다.",,,,Kor,,32000,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1317387290287.jpg,유경숙,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=221,손수호(국민일보 논설위원),2011-08-25,
조복성 곤충기,,대한민국 정책포털시스템,2021-05-05 02:37:10,문화체육관광부 추천도서,,,뜨인돌,"곤충에 관한 유명한 책에 어떤 것이 있을까? 거의 모든 사람들은 일초의 망설임도 없이 프랑스의 장 앙리 파브르가 쓴 『파브르 곤충기』를 언급할 것이다. 잘 알려질 기회가 없어서였지, 우리나라에도 파브르 못지않은 선구자적 곤충학자가 있었다. 석주명이나 조복성 같은 분들이 바로 우리나라 곤충 연구의 기틀을 닦은 선구자들이다. 이번에 발간된 『조복성 곤충기』는 1948년 을유문화사에서 『곤충기』라는 이름으로 선보였다가, 63년 후에 다시 세상에 태어났다. 그러나 단지 옷만 바꿔 입고 출연한 것은 아니다. 이해를 돕기 위해 설명에 나오는 곤충의 그림도 새로 곁들이고, 엮은이의 자료 발굴 노력으로 내용도 추가되고, 또 곤충 전문가들이 꼼꼼하게 감수하였다. 원본을 훼손하지 않는 범위에서 환골탈태한 것이다. 우리는 저자의 이름을 부각시키는 것에 인색하다. 이런 틀에서 벗어나 제목도 『곤충기』에서 원저자의 이름을 붙여 『조복성 곤충기』로 하였다. 외국의 과학자 이름은 줄줄 외우면서 정작 우리나라 과학자들에 대해 잘 모르는 현실에서 선구자적 과학자를 재조명했다는 것에서 큰 의미를 찾을 수 있다. 이 책은 저자가 발품을 팔아 썼다. 땀내 나는 책에서 진한 여운이 남는 법이다. 간접 경험보다는 직접 경험에서 우러난 생생한 맛이 녹아 있기 때문이다. 일제 강점기와 해방 이후 어려웠던 우리나라의 상황이 곤충의 습성에 비유되어 군데군데 기술되어 있다. 이런 부분도 맛깔스런 양념 역할을 한다.",,,,Kor,,15000,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1317387394000.jpg,"조복성 외 글, 이제호 그림",,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=222,김웅서(한국해양연구원 선임연구본부장),2011-08-19,
비즈니스의 거짓말,,대한민국 정책포털시스템,2021-05-05 02:37:10,문화체육관광부 추천도서,,,프롬북스,"사회과학이나 경제학에 정설이 있을까? 정치학과 경제학에는 우파와 좌파, 보수와 진보가 있고 그들의 견해가 매우 다름은 잘 알려진 사실이다. 2008년 글로벌 금융위기 이후 회복세를 보이던 세계 경제가 다시 가라앉고 있는 지금 이 순간에도 글로벌 성장을 위한 보수와 진보의 견해 차이는 좁혀지지 않는다. 그렇다면 비즈니스에도 보수와 진보가 있을까? 런던 경영대학원의 프릭 버뮬렌 교수가 쓴 『비즈니스의 거짓말』을 읽으면 기업 경영에 대한 견해도 상당히 다름을 알게 된다. 저자는 이 책이 어떻게 하면 비즈니스에서 성공하는지 알려 주는 시중의 책들과 다름을 강조한다. 저자는 철저한 연구와 입증된 자료에 근거하여 성공을 장담하는 법칙은 없음을 독자들에게 보이려 한다. 이렇게 해야 기업하는 사람들이 관습이나 막연한 사고에 빠지지 않고 실제로 기업의 경영 방식이나 수익에 영향을 주는 요소가 무엇인지 정확히 조명하게 된다는 것이다. 저자는 기업들 간의 경쟁, 성공한 기업, 인수합병, 성공한 CEO, 애널리스트, 유행하는 경영기법, 비즈니스 환경, 연봉 차등화에 관한 8가지 관습적 사고에 대하여 이렇게 주장한다. ‘경쟁하기 위해 다른 기업과 부딪칠 필요는 없으며, 성공을 아예 파멸에 이르는 지름길로 알고 있어야 한다. 규모를 키우기 위한 인수합병은 대부분 실패했으며, CEO는 영웅 같은 존재가 아니라 수석 스토리텔러여야 한다. 애널리스트는 CEO의 영향력에 지배당하므로 객관적으로 기업을 평가할 수 없고, 유행하는 경영기법은 허점투성이다. 또 비즈니스 환경은 급변하지 않으며, 연봉을 차등화하기보다 직원을 배려하는 기업이 돼야 한다.’ 새롭고 흥미로우며 귀 기울여 들어볼 만하다.",,,,Kor,,15000,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1317387461380.jpg,프릭 버뮬렌/ 정윤미,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=223,박원암(홍익대 경제학부 교수),2011-08-24,
이타주의자가 지배한다,,대한민국 정책포털시스템,2021-05-05 02:37:10,문화체육관광부 추천도서,,,웅진지식하우스,"두 딸을 데리고 전철을 기다리고 있는 아빠가 있다. 갑자기 옆에 있는 남자가 경련을 일으키며 쓰러지자 그들은 남자를 부축해서 자리에 세운다. 100여 명의 사람들이 그 자리에 있었지만 도와주는 사람은 그 아빠와 두 딸뿐이다. 열차 도착 신호음이 울리고 헤드라이트 불빛이 열차의 도착을 알린다. 바로 그 순간 그 간질환자가 다시 비틀거리다 결국 철로에 추락한다. 자 그 다음에 무슨 일이 벌어졌을까? 두 딸의 아빠는 조금의 망설임도 없이 바로 철로로 뛰어들었고 그 두 사람 위를 기차가 덮친다. 얼마 후 두 사람은 기적적으로 경미한 부상만 입은 채 살아난다. 두 딸아이의 아버지는 하마터면 죽을 뻔했다. 그 아빠의 행동은 분명 이타주의적이다. 왜냐하면 여러 가지를 생각할 만한 시간적 여유도 없이 바로 자신의 목숨을 던질 각오를 했다는 것이 그 증거이다. 물론 그 장소에서 멀뚱멀뚱 쳐다보기만 한 다른 이기주의자들도 있다. 그럼에도 불구하고 목숨을 담보로 남을 구하는 진정한 이타주의자가 존재한다는 것 또한 부인할 수 없는 사실이다. 현대 사회과학은, 그 중에서도 특히 경제학은 인간의 본성이 이기적이라는 가정에서 출발한다. 그러면 이타적 유전자를 가진 존재는 어떠한가? 집단 전체의 생존을 위해서 자신을 희생하는 존재자는 필요하다. 그러나, 정작 자신은 유전자를 널리 퍼뜨리는 데 실패한다. 이 역설을 어떻게 푸느냐는 진화생물학의 오랜 숙제이다. 희생하고 협동할 줄 아는 능력 때문에 인간은 만물의 영장 자리에 올랐다. 협업할 수 있어야만 커다란 프로젝트를 수행할 수 있다. 거대한 사회를 구성해서 개인의 힘을 모으기 위해서는 상호신뢰가 필요하다. 신뢰는 손해를 각오하는 리스크를 안아야만 이루어질 수 있다. 자신의 것만을 챙기는 근시안적 이기주의자는 결국 설 땅을 잃을 것이다. 손해보고 살 줄 아는 사람, 이보 전진을 위해서 일보 후퇴할 줄 아는 사람, 타인의 실수에 관대할 줄 아는 사람만이 이 세상을 지배할 수 있는 능력을 가진다는 것이 이 책의 전언이다.",,,,Kor,,"14,000",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1327888545566.jpg,슈테판 클라인/ 장혜경,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=264,김형철(연세대 철학과 교수),2011.12.15,
커넥팅,,대한민국 정책포털시스템,2021-05-05 02:37:10,문화체육관광부 추천도서,,,삼천리,"인터넷과 월드와이드 웹이 불과 20여년 만에 인류의 삶을 완전히 바꾸어 놓았다. 블로그, 유튜브, 트위터, 페이스북, 위키피디아 등의 새로운 미디어 도구가 가져온 인류세계의 변화는 실로 엄청나다. 그래서 이 변화를 산업혁명에 못지않은 ‘소셜네트워크 혁명’이라고 한다. 그런데 인간의 삶의 방식에 근본적으로 달라진 것이 무엇인가? 창조의 방식이 달라졌다. 웹2.0 시대의 새로운 ‘만들기’(making) 혹은 ‘창조성’(creativity)이란 무엇인가? 그것은 연결(connecting)이다. 왜냐하면 ‘만든다는 것’은 재료나 아이디어를 레고나 부품처럼 결합하는 것이고, 창조활동은 결국 사회적인 연결이다. 사회학자이면서 커뮤니케이션학 교수이기도 한 이 책의 저자 데이비드 건틀릿이 던진 소셜미디어에 대한 인문학적인 화두이다. 건틀릿 교수는 이 혁명의 바닥에는 공유, 협력, 연결이라는 웹2.0 시대의 새로운 창조의 방식이 있음을 간파하였다. 분업, 분리, 독립, 수동의 원리가 지배하였던 웹1.0 시대 또는 그 이전의 산업화시대의 창조원리와 완전히 다르다는 것이다. 유튜브와 위키피디아를 보면 소통, 협력, 참여, 공유... 즉 연결이 만들어내는 새로운 형태의 창조를 실감할 수 있다. 웹2.0 시대의 만들기는 연결을 통한 다양성, 능동성, 상상력과 창조성이 활짝 열린 창조의 방식이다. 그래서 저자는 웹2.0이 단순히 새로운 기술이 아니라 고유의 철학이자 방법론이라고 한다. 존 러스킨과 유튜브, 윌리엄 모리스와 위키피디아, 이반 일리치의 상생ㆍ공존과 소셜네트워크를 연결시킨 저자의 발상은 파격적이지만 그래서 더욱 흥미롭다. 소셜네트워크가 가져온 변화와 혁신에 대한 일상적인 논의에 비하면 이 책은 SNS가 가져올 인간의 삶의 방식에 대하여 근본적인 생각을 하게 한다.",,,,Kor,,"16,000",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1327888585493.jpg,데이비드 건틀릿/ 이수영,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=265,마인섭(성균관대 정치외교학과 교수),2011.12.15,
쌍전,,대한민국 정책포털시스템,2021-05-05 02:37:10,문화체육관광부 추천도서,,,글항아리,"사서삼경은 유교의 경전(經典)이다. 소설의 경전도 있다. 중국에서는『수호전』,『삼국지』,『홍루몽』,『서유기』의 4권을 소설 경전이라고 불러왔다. 이 책은 이 중『수호전』과『삼국지』를 두 개의 경전이라는 뜻으로 ‘쌍전’이라고 표현하고, 이 두 책의 가치관을 문제 삼고 있다. 지금까지 이 두 책은 항상 필독서로 추천되어 왔으며, 이 책을 읽지 않고는 인생과 정치를 논하지 말라며 높이 평가되어 왔다. 그런데 이 책의 저자는 이러한 통념에 정면으로 도전하고 있다. 이 두 책은 모두 상당한 매력이 있어 분명히 사람들을 황홀케 하지만, 인간의 영혼을 어둡게 하는 매우 위험한 책이라는 것이다. 간결하게 표현하면『수호전』은 반란을 정당화시킨다고 주장한다. 그래서 혁명을 위해서라면 어떤 수단도 정당하다는 것이다. 따라서 이규가 네 살 먹은 어린아이 소아내를 도끼로 두 토막 내거나, 무송이 원앙루에서 나이 어린 하녀를 포함하여 15명을 한꺼번에 죽여 버린 일도 정당하며, 심지어 영웅적인 행위로 보았다는 것이다. 저자는『수호전』이 암흑적인 수단의 집대성이라고 한다면, 『삼국지』는 권모술수와 음모 그리고 교활한 심보의 집대성이라고 할 수 있다고 말한다. 이 책에서는 『삼국지』의 주요인물들이, 심지어 유비나 제갈량조차도 얼마나 교활한가를 세세하게 제시하고 있다. 지금껏『수호전』,『삼국지』에 관한 해설서는 아마도 성서 다음으로 많을 것이다. 이 중에는 그 책들에 대한 찬사만이 아니라 비평도 종종 있어 왔다. 그러나 이 책에서 시도한 것과 같은 맹렬한 비평은 거의 없었다. 이 책의 주장이 전부 맞다고는 할 수 없겠지만, 최소한 지금까지와 같은",,,,Kor,,"18,000",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1338274343681.jpg,"류짜이푸/ 임태홍, 한순자",,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=303,김기덕(건국대 문화콘텐츠학과 교수),2012.4.16,
에고 트릭,,대한민국 정책포털시스템,2021-05-05 02:37:10,문화체육관광부 추천도서,,,미래인,"“붕어빵에는 붕어가 없다”는 것은 역설인가? 아니면 당연한 말인가? 붕어 모양처럼 생겼지만 실제 붕어를 넣어서 만든 빵이 아니라는 것을 우리 모두가 알기 때문에 전혀 모순이 아니다. 그러나 만약에 ‘진주조개’ 속에 진주가 없다면, 우리는 그것을 계속 진주조개라고 불러도 되는가? 이 질문은 심각하다. 진주 없는 진주조개는 자기모순에 빠질 수 있기 때문이다. 그러면, 우리의 자아는 진주조개 속의 진주처럼 진주조개를 진주조개로 만들어 주는 핵심을 가지고 있는가? “나는 누구인가?”라는 질문에서 ‘나’는 실체로서 존재하는가? 이 해묵은 철학적 질문은 언제든지 되풀이될 수 있는 형이상학적 근본성을 갖고 있다. “오빠 나 남고 나왔어!” 이제 막 한 남성으로부터 프러포즈를 받은 한 여성 트랜스젠더의 절규다. 학생들에게 ‘이 말을 하는 시점이 적절한지’를 물어보면 의견이 분분하다. 우리는 분명 트랜스젠더도 일반인과 마찬가지로 대해야 한다고 말하면서도, 사실은 ‘다르게’ 대한다. 우리의 정체성은 육체로부터 자유롭지도 않지만, 그렇다고 육체에 의해서 결정되는 것도 아니다. 자신이 남성으로 살아가는 것이 죽기보다 싫어서 여성 호르몬을 투입하면서까지 여성으로 살아가기를 원하는 사람을 우리는 이해할 수 있는가? 그 반대도 물론 마찬가지다. 일정 기간 다른 성의 호르몬을 서서히 투입할 때 자신의 육체에 생기는 변화를 환영할 수도 혐오할 수도 있는데, 그에 따라서 자신의 성 정체성을 결정하면 되는 것일까? 한 여성이 얼굴에 황산테러를 당한다. 변심한 전 남자친구의 사주를 받은 청부 테러다. 얼굴은 형체를 알 수 없을 정도로 일그러진다. 자신의 얼굴을 거울로 보면 “저게 누구지?”하는 생각이 든다. 그러나 주변의 가족들은 자신을 변함없이 대해주려고 끊임없이 눈물겹게 노력한다. 그럼에도 그 얼굴 없는 여성은 “나는 결코 옛날의 나로 돌아갈 수 없다”고 단언한다. 자아의 정체성은 정신에서 찾을 수 있는가? 영국 경험론 철학자처럼 기억이 정체성의 전부인가? 흄처럼 “영속하는 자아는 감정의 다발”에 불과한 환상인가? 과거의 내 행동에 대해 내가 책임져야 하는가? 저자는 이러한 질문에 대한 답을 신경과학, 사회학, 종교학, 심리학 등에서 철학적으로 탐구해 들어간다. 융합의 지평을 철학자가 열어간다는 점에서 대단히 흥미로운 자아의식 탐구서다.",,,,Kor,,"15,000",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1338274805754.jpg,줄리언 바지니/ 강혜정,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=304,김형철(연세대 철학과 교수),2012.4.20,
"진정일 교수, 시에게 과학을 묻다",,대한민국 정책포털시스템,2021-05-05 02:37:10,문화체육관광부 추천도서,,,궁리,"시와 과학, 일견 아무런 관계도 없는 듯이 보인다. 그러나 저자는 명쾌하게 시와 과학의 공통점을 찾아낸다, 시는 우리의 마음을 가장 함축된 언어로 표현한 문학작품이며, 과학은 자연의 법칙을 압축된 과학 용어로 간결하게 설명하는 학문이다. 함축과 압축이 공통집합이다. 이로써 시와 과학은 연결고리가 생겼다. 『시에게 과학을 묻다』는 시와 과학을 만나게 해주는 오작교이다. 저자는 한 평생 대학에서 화학을 가르쳐온 과학자이다. 그러나 여느 과학자와 남다른 데가 있다. 평소 시를 좋아해서 시집을 늘 가까이 하였다고 한다. 자연스레 시 속에 등장하는 과학 용어에 주목하고 일반 독자들이 어려워하는 과학을 시를 통해 풀어 가면 어떨까 아이디어를 냈다. 책 속으로 들어가 보자. 이 책을 내게 된 동기를 제공한 오탁번 시인의 「설니홍조」라는 시가 있다. 시구에 ‘금세 사라지면 그뿐 우주의 원소로 다시 분해되는 헛된 육체여’라는 구절이 있다. 저자는 이 시에서 원소라는 단어를 찾아낸다. 그리고 원소에 대한 자세한 설명을 한다. 또 다른 예를 보자. 허수경 시인의 「얼음세계」라는 시에 ‘차가운 물이 끓어 얼음으로 변하는 겨울밤이에요’라는 구절이 화학자 눈을 무사통과 할 수는 없다. 바로 과학자의 분석이 뒤따른다. 요즘은 이종 학문 간의 융합이 화두이다. 그러한 추세에 발맞추어 어렵고 딱딱한 과학 분야도 인문학이나 사회과학, 예술 등과 경계를 뛰어 넘는 저작물 출간이 활발하다. 이 책을 읽으면 시집과 과학책을 동시에 읽은 셈이 된다. 화투 전문용어로 일타이매라 하던가. 일석이조가 따로 없다.",,,,Kor,,"13,000",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1346223558761.jpg,진정일,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=337,김웅서(한국해양과학기술원 부원장),2012. 7. 30.,
한국 음악의 거장들,,대한민국 정책포털시스템,2021-05-05 02:37:10,문화체육관광부 추천도서,,,태학사,"예나 지금이나 아름다움을 사랑했던 사람들이 있어 이 무미건조한 세상이 충분히 매력적으로 변했다는 생각이 든다. 이 책은 음을 사랑했던 우리 옛 음악가들의 이야기이다. 그들의 삶이 멋스러운 이유는 어떤 하나를 위한 열정이 있었기 때문이고, 고통이 있었기 때문이고, 또 그 어떤 것에도 굴하지 않는 곧은 정신이 있었기 때문이다. 책 속에는 각 장마다 음악과 시, 그림이 있어 문인적인 풍류와 기지를 즐길 수 있으며, 음을 내는 악기의 특성과 음악인과의 궁합까지도 가늠해볼 수 있다. 예를 들어 거문고는 매우 엄격한 성품을 지닌 문인들의 사랑을 받았다. 속된 사람 앞에서나 저잣거리에서는 결코 거문고를 연주하지 않았다고 한다. 그에 비해 가야금은 감성적이어서 소리가 몸속으로 퍼져나가 마음까지 울리게 해주었다고 한다. 음악을 연주하는 사람은 소리를 알아주는 섬세한 귀를 가진 사람이 있을 때 비로소 만족을 느끼는 모양이다. 한 예로 유우춘의 해금 연주는 오직 한 사람, 호궁기라는 친구만이 듣고 끄덕이며 전음을 이해할 수 있었다. 결국 유우춘은 지우(知友)가 아닌 다른 사람들을 위해 연주하는 것에 극심한 회의를 느끼고, 그런 현실을 비관하며 현을 끊어버린다. 이렇듯 성격이 대나무 같고 운명이 기구한 음악가들의 이야기 외에도 음악 이론에 밝았던 정조, 그리고 절대 음감의 소유자 세조 등 우리에게 친숙한 임금들도 소개된다. 생의 에너지를 모두 바쳐 음악을 사랑했던 이들을 접하고 나니 평소에 무심하게 들어오던 한국 음악에 대한 태도가 감동과 애착으로 완전히 뒤바뀌는 것 같다.",,,,Kor,,"28,000",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1346223698286.jpg,송지원,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=338,이주은(성신여대 교육대학원 교수),2012. 8. 1.,
일본변경론,,대한민국 정책포털시스템,2021-05-05 02:37:10,문화체육관광부 추천도서,,,갈라파고스,"불행한 근대사 때문에 가장 가까운 이웃나라이면서 동시에 심정적으로는 가장 먼 나라가 일본이다. 우리는 일본에 대해서 얼마나 알고 있을까. 독서를 통해 일본을 이해하려 한다면 일본의 역사에 관한 책을 한두 권 손에 들면 되겠지만 겸하여 일본문화론도 읽어보면 좋겠다. 일본에서도 화제와 논란을 불러 모은 우치다 타츠루의 『일본변경론』은 가장 먼저 손에 꼽을 만한 일본문화론이다. 두 가지 점이 눈에 띄는 특징이다. 먼저, 루스 베네딕트의 『국화와 칼』이나 이어령의 『축소지향의 일본인』이 그간에 한국 독자가 가장 많이 읽은 일본문화론이지만 모두 바깥의 시각에서 본 경우라면, 『일본변경론』은 일본의 지식인이 쓴 일본문화론이다. 다음으로, 대개 ‘자국문화 특수론’에 함몰되고 마는 일본 내부의 일본문화론과는 달리 저자가 이웃나라 사람들도 ‘일본을 이해해주면 좋겠다’는 명확한 의도를 갖고 쓴 예외적인 일본문화론이다. 거기에 덧붙여 학술적인 성격의 책이 아니어서 일반 독자도 편하게 접근할 수 있다는 점도 미덕이다. 저자의 핵심적인 주장은 이미 제목에 드러나 있다. 일본은 변경이고, 일본인은 변경인이라는 것이다. 변경은 중심의 상대어다. “세계 표준에 맞추어 행동할 수는 있지만 세계 표준을 새롭게 설정하는 일은 못한다”는 것이 저자가 꼬집는 변경의 한계다. 누굴 따라잡는 건 잘 하지만 무슨 일을 앞장서서 하지는 못한다는 것이다. 문제는 이러한 변경성이 뼛속 깊이 박혀 있기에 이제 와서 개선할 수도 없다는 점이다. 저자는 그러한 변경성에서 역설적으로 일본문화의 고유한 소명을 찾을 수 있다고 말한다. 한국문화는 어디에 속하는지 더불어 생각해보게 만드는 책이다.",,,,Kor,,"13,500",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1346224371785.jpg,우치다 타츠루/ 김경원,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=339,이현우(한림대 연구교수),2012. 8. 3.,
