,_c0,exhibition_name,poster_link,exhibition_description,exhibition_place,start_period,end_period,place
377,174,바른소리 · 세종대왕을 기리며,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=781044a3701ef5bcc58321ebc26f8e08bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=5f0f3a3f58d6ad5414566f0cd2a44953d332546322f68d3b6101f1caf85f787e,전시소개 바른소리 세종대왕을 기리며 는 백성에 대한 세종대왕의 사랑과 업적을 기리는 작가 조인길의 회화전이다 바른소리 라는 전시명은 훈민정음 백성을 가르치는 바른소리 에 뿌리를 두며 각 작품은 세종대왕의 업적을 자세히 들여다보고 당대와 후손에게 미친 긍정적 초월적 의미를 기린다 밝게 떠오른 보름달을 보며 기도를 하는 듯한 몽환적 화풍의 일간의 휴가 는 지방 관비에게 내린 일간의 출산휴가를 모티브 삼아 제작된 작품으로 그 시간을 통해 보다 건강하고 튼튼하게 자랄 수 있었던 후손들의 행복함을 표현한다 춘하추동 은 세종대왕의 세율정책을 춘 하 추 동 한글과 각기 다른 크기의 뒤주를 형상화하여 농경사회의 백성을 위한 연분 등법 전분 등법의 의미를 재조명한다 더불어 본 전시는 이 시대의 바른소리란 무엇인지 고민해볼 수 있는 실마리가 된다 출연진소개 작가소개 작가 조인길은 오랜 시간 흙과 불을 친구 삼아 창작 활동을 해온 도예가다 흙과 불의 조화 그리고 우연성을 만져온 그가 색체의 파장과 움직임에 집중해본다 그의 캔버스는 곱게 빗어진 백자와 같이 거침없는 그의 붓질에 화답을 한다 때로는 추상적인 흘림과 맺힘으로 세상의 아름다움을 말하며 때로는 강렬함과 날카로움으로 속세의 부조리함을 쏟아낸다 서로의 다름을 인정하고 보듬는 평화롭고 깨끗한 지구가 다음 세대에게 전해지길 바라며 오늘도 붓을 잡는다 바른소리 세종대왕을기리며,세종이야기전시장,2019-06-18,2019-06-18,세종문화회관
378,324,"홀트아동복지회, 사랑을 행동으로 60여 년의 기록",https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=9885372456288c78ca33f071b52e4c1013e27cc0df58d0800d2b142a2917067e,홀트아동복지회는 한국전쟁 직후인 년 전쟁과 가난으로 부모를 잃은 아동들에게 새로운 가정을 찾아주는 입양 활동을 통해 설립되었습니다 설립자 해리 홀트 씨와 부인 버다 여사는 한국 고아 여덟 명을 입양한 것을 시작으로 우리나라의 입양과 장애인 복지를 위해 모든 재산을 나누고 아이들이 지낼 곳을 마련하기 위해 직접 산을 개간하고 밭을 일궜습니다 그 정신을 이어받은 홀트아동복지회는 오늘날에 이르기까지 아이들에게 가정을 찾아주는 활동은 물론이고 청소년 미혼한부모 장애인 저소득계층 다문화가정 해외 빈곤 아동에 이르기까지 소외된 이웃에게 다양한 복지서비스를 제공하며 사랑을 실천하고 있습니다 이에 홀트아동복지회는 사랑을 행동으로 이어온 여 년의 기록을 소개하며 우리 사회의 소외된 이웃들과 함께한 역사를 재조명하는 시간을 갖고자 합니다,광화랑,2017-09-13,2017-09-13,세종문화회관
379,177,나뭇잎 조각(LEAF ART),https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=781044a3701ef5bcc58321ebc26f8e08bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=c2df856b26c4de2f4c43e5cac0318dd5d332546322f68d3b6101f1caf85f787e,목적 취지 음악 글자를 풀이하면 약이 되는 소리이며 미술 도 감동을 전하여 치유하는 것을 기본으로 하고 있다 의의 나뭇잎 조각 은 자칫 바스러지기 쉬운 마른 나뭇잎에 집중력 인내력 창의력을 요하는 난이도가 높은 작품 활동이다 배경 나뭇잎 조각 예술 이 과거엔 없었고 현대에 새롭게 대두된 예술 장르 이며 대중화시키면서 초석을 다지고 있다 이름 권오석 배역 나뭇잎 조각가 경력 서울 메트로 야송 미술관 프랑스 파리 루브르 박물관 학력 건국대 박사 수료 고려대 정책대학원 석사 고려대 문화예술최고위 과정 나뭇잎 조각 은 칼과 손만을 이용하여 사물의 형상을 음 양각으로 표현하는 것이다 나뭇잎 조각,세종이야기전시장,2019-08-13,2019-08-13,세종문화회관
380,316,아름다운 우리그림전,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=7876a2d4905a448298719c002b03502f13e27cc0df58d0800d2b142a2917067e,민화는 그야말로 대중의 그림이다 대중의 그림이 되기 위해서는 모든 사람들이 좋아하면서도 거부감이 없는 형식과 내용을 가지고 있어야 한다 민화는 불로장생 부귀영화 부부사랑 가족의 화목과 같이 삶에 필요한 소망을 담고 있다 민화는 궁중회화가 흘러내려 대중화된 그림이다 궁중회화는 생명이라는 보편적 가치가 녹아 있는 그림이면서 조선 최고의 도화원에서 창작한 그림이다 이러한 튼튼한 뿌리와 유구한 역사를 가진 궁중회화가 있었기에 민화는 다양하고 풍부하게 발전할 수 있었다 이번 전시에서는 민화 작품을 포함하여 작품을 한지공예에 접목하여 응용한 한지 소품가구도 전시된다 우리전통의 아름다운 정서가 녹아있는 작품들을 감상할 수 있는 자리가 되기를 바란다 작가소개 류미경 홍옥란 년 화통전 갤러리 라메르 년 아름다운 우리그림전 광화랑,광화랑,2017-07-19,2017-07-19,세종문화회관
381,414,"여행, 드로잉으로 담다展",https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=81260f05be2fe1451b78b2de2d89ce6713e27cc0df58d0800d2b142a2917067e,드로잉은 소소한 것들에 의미를 부여하는 일이기도 하다 보잘것없는 것에 특별함을 부여하는 것 그래서 의미 없던 것들과 하나씩 관계를 맺고 그 이야기를 하나의 이미지로 만들어 내는 일이다 같은 곳을 바라볼 때 저마다 느끼는 감정이 다르듯이 자신이 그린 하나의 드로잉에도 그런 감정과 이야기가 함께 스며있다 우리는 일상과 여행에서 많은 것을 스쳐보낸다 빠르게 흐르는 시간의 틈에서 드로잉을 통해 하나씩 그것들을 발견해 나갔으면 한다 그리고 그것들과 관계를 맺어가는 방법을 전시를 통해 투영할 수 있었으면 하는 바람이다 여행 드로잉 작가 일러스트레이터 방송 여행 인쇄 매체 등 다양한 분야에서 활발하게 활동하고 있다 평범한 일상과 소소한 여행의 이야기를 즐겨 그리며 따뜻한 감성의 그림을 지향한다 여행 드로잉으로 담다,광화랑,2019-06-19,2019-06-19,세종문화회관
382,69,초록과 황금의 나라,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=4394ed4477ae75fd094f599499be7817ca8380570dfa39d4be4218c9137ac27c,초록과 황금의 나라 인사말 차 산업혁명 시대를 가로지르는 작금의 산업과 컨버전스가 일반화된 문화 트랜드를 반영하듯 문화예술의 영역 또한 끝을 알 수 없을 만큼 진화 발전하고 있습니다 아트의 영역도 사라지고 아티스트의 영역도 알 수 없는 콘텐츠가 시대를 리드하는 세상 사 의 시대가 가고 가 의 시대를 살고 있는 시기에 문화관광유통그룹 하나투어의 대표적 사회공헌활동인 희망여행과 문화예술의 결합은 숙명과도 같습니다 브루나이 말레이시아를 연계 탐방하며 진행된 이번 문화예술 희망여행 는 각 분야의 열 네 명의 아티스트와 함께 진행되어 작품으로 다시 만나게 되었습니다 새로운 만남이 만들어낸 새로운 작품세계를 다 함께 누리면 좋겠습니다 를 통해 우리의 일상으로 깊이 자리한 아트의 영역이 세상을 도씨쯤 따뜻하고 아름답게 만들 것이라 확신하며 한 번의 여행이 우리의 인생을 바꿀 수 있을까 라는 물음에 라고 답하는 아티스트가 많아지기를 기대합니다 하나투어 전시 소개 우리는 광기의 시대를 살아가고 있습니다 진실과 거짓이 혼재되고 위선과 혐오가 팽배한 사회 주체와 객체가 철저히 이분화 되어 자기 밖의 존재를 거부하며 대상화하고 지배하고자 하는 도구적 이성의 사회 이러한 사회를 벗어날 수 있는 궁극의 열쇠는 존재하며 과연 우리는 서로를 구원하고 또 서로에 의해 구원될 수 있을까 이러한 질문을 기반으로 명의 청년 작가들은 말레이시아와 브루나이 여행을 통해 태고적 자연의 아름다움과 이슬람 문화권의 절대왕권 제재를 경험하며 이번 프로젝트를 진행 했습니다 예술은 개인들로 하여금 합리적 사유를 통해서는 알 수 없는 것들 자기 내면의 깊은 미적 욕구나 감정 자기 밖에 존재하는 것들에 대한 심층적인 체험을 자극하고 유도합니다 그리고 끊임없이 질문하게 합니다 하나투어문화재단 한국문화예술위원회와 공동 사업으로 진행한 이번 전시가 광기의 시대 속에서 조화와 공존의 가능성을 모색 하는 공론의 장으로 기능하며 이 사회를 구성하는 각 개인이 윤리적이며 능동적인 주체로 바로 설 수 있는 깊은 사유의 시간이 되길 기대합니다 세종문화회관 김영지 공존의 숲 전시컨셉디자인 그래픽 스페이스 강은영 송민정 안초롱 싱글채널 비디오 컬러 사운드 분 미정 김미선 보루네오 우림 향 설치 향 가변크기 김정인 생명 신호 임상희 수상한 마을 평면예술 임정서 청정여행 죄책감 일기 퍼포먼스 확장영화 분 내외 퍼포먼스 일정 차 수 시 차 토 시 꺼지지 않는 빛 영화 컬러 사운드 약 분 전병삼 모멘트 복합매체 지름 최민경 오 정글 설치 아크릴거울 흙 코마 그래피티 스프레이 아트 홍근영 사랑으로 뒤덮인 설치 관객참여 가변크기,세종미술관1관,2019-11-20,2019-11-20,세종문화회관
383,91,노상현 사진전시회,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=6b1a274f2490c9c17813755ece0c1208c5632144e692c09ac9214915f513b19a,전시명 기억들 기간 년 월 일부터 월 일까지 일간 장소 세종문화회관 미술관 관 주체 업노멀스튜디오 개최도시 서울 단 일간의 소중한 기억 노상현 사진전시회 년 월 일부터 월 일까지 일동안 노상현 사진전이 개최됩니다 갤러리 사진전시회 회를 개최한 이후 인터넷 사진전시를 통해 회동안을 쉬지않고 달려온 노상현 작가의 그동한 대표작들을 한곳에 모아 선보이는 자리입니다 재즈사진부터 중도사상을 담은 작품까지 작가가 그동안 여러나라를 다니면서 작업해온 다양한 주제의 사진들이 전시될 예정입니다 또한 가장 먼저 입장하는 관객 분에게 노상현작가 사진집 를 증정할 예정입니다 단 일간의 소중한 기억 노상현 사진전시회,세종미술관2관,2017-03-29,2017-03-29,세종문화회관
384,309,"변선영의 조형물들, 노래하는 삶- 만남과 동행",https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=9bb8f5d13985a8b65c9de6409565905813e27cc0df58d0800d2b142a2917067e,관계의 형성 및 그에 따른 인간의 심리를 조명하는데서 시작하지만 결국엔 재생을 통한 자기 성찰이라는 본질에 조명하고 있다 더불어 사는 아름다운 인간관계의 형태를 원천으로 하며 회화적 감성과 조각이 지닌 입체적 관계를 적절히 절충 표현된 작품들로 전시를 하고자 한다 본인의 작품들은 한결같이 순리적 질서 안에서 형성되는 안정적인 분위기를 만들어가고자 했다 동행 을 통해 자신을 돌아보며 다듬는 과정에서 뿜어져 나오는 인간의 진한 향기를 담았고 인간의 관계에서 다져지는 친밀감과 신뢰성 거기에서 존재하는 동질감과 이질감을 간결하고도 함축적으로 드러내고자 했다 둘이 하나 됨의 구성을 시각화함으로써 인생의 여정 길에 서로를 찾고 의지하며 외로움을 벗어던진 모습을 형상화했다 개인주의 이기주의가 만연한 오늘날 결국 우리는 혼자가 아닌 더불어 함께 살아가야 한다는 메시지를 담고 있는 것이다 삶에서 가장 중요한 것은 인간관계이며 행복은 결국 사랑 이라고 결론지었다 작품에서 표현되고 반복되는 들은 단순히 화면을 채우기 위한 무의미함이 아닌 동행자들이 서로 주고받은 언어로서의 대화이자 노래이고 감정이다 며 동행자들의 잔잔한 노랫소리가 작품을 접하는 모든 이들의 가슴에 소통과 이해 배려라는 따스함 그 치유의 잔향을 남겨지길 바란다 작가소개 변선영 홍익대학교 미술대학원 회화과전공 미술심리치료사 컬러리스트 산업기사 미술 실기교사 창의미술 지도사,광화랑,2017-05-31,2017-05-31,세종문화회관
385,70,사진전시,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=09e67aa77f89e83d979bf74ca87e0f2313e27cc0df58d0800d2b142a2917067e,빛이 칠한 색깔 오랜 시간 순수 사진에 전념해 왔으나 기록적 가치의 한계에 다다른 사진을 들여다보면서 작업의 방향을 고민하게 되었다 사진은 진실성 때문에 기록적 가치를 인정받아 많은 부분에 공을 세웠고 지금도 지속되고는 있지만 예술로서의 사진은 결국 회화로 귀소 할 수 밖에 없다는 결론을 내렸다 변환할 수 없는 억압된작업에서 회화로의 전환은 대상의 다양성과 표현방법에 제한을 두지 않는다는 자유를 얻었다 사물의 색채를 변환하는 작업으로 작년 현실의 반영과 변형 예술의 전당 에 이어 두 번째 전시를 준비하였다 이번 전시는 대상의 폭을 넓혀 사물을 재해석하므로 내재된 내 안의 회화적 표상에 근접한 작품 여점 들이다,세종미술관1관,2019-12-04,2019-12-04,세종문화회관
386,233,2016드림갤러리기획전시 `남미현대미술특별전`,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=95dab1983e91f97904b304c19836a7c013e27cc0df58d0800d2b142a2917067e,꿈의숲아트센터 홈페이지 바로가기 꿈의숲아트센터 드림갤러리 기획전시 남미현대미술 특별전 매주 월요일 휴관 꿈의숲아트센터 드림갤러리 주최 세종문화회관 꿈의숲아트센터 티켓 성인 원 어린이 청소년 원 문의,꿈의숲아트센터,2016-05-01,2016-05-01,꿈의숲아트센터
387,44,`하늘을 우러러 한 점 부끄러움이 없기를` - 세종미술관 윤동주 100년 생애 전시회,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=f29092d5b2489380a43e2baec66374ab322b83efd84d973c7dba38c77dbd6c16,하늘을 우러러 한점 부끄럼이 없기를 세종미술관 윤동주 년 생애 전시회 수 월 전시장소 세종문화회관 세종미술관 제 관 주최 윤동주 년문화예술제 서울시인협회 주관 스타로고 세종미술관에서 보고 배우고 즐기는 전시회 콘서트 강의와 낭송과 공연이 녹아있는 도깨비 같은 전시회 동주가 이런 사람이었나 왜 윤동주인가 참담하고 자유가 없던 시대에도 참회록과 새로운 길을 쓰면서 죽는 날까지 한 점 부끄럼 없이 살고자 했던 청년 윤동주 년 추모 열기를 시작으로 짧은 생애의 발자취를 따라가면서 그를 회상하는것만으로 언제나 넋이 맑아지는 것을 경험했다고 하신 문익환 목사의 회고처럼 하늘을 우러러 한 점 부끄럼이 없는 노력으로 자신의 길을 뚜벅뚜벅 걸어 가시기를 바라는 마음으로 전시회를 시작합니다 윤동주 년 문화예술제의 추모현장 윤동주 탄생 년 기념을 위한 윤동주 년 포럼 도서들로 별 헹는 밤 의 시에서도 언급된 윤동주가 사랑한 시인들 프랑시스 잠 장콕도 라이너 마리아 릴케 풀발레리 정지용 백석 시인 윤동주를 새롭게 만난다 탄생에서 년 추모 역리까지 윤동주 년을 사진으로 조명한다 윤동주 육필원고 연희전문대학교 졸업 기념 시집을 내려다 못낸 서시외 편과 한국에서의 마지막 시 참회록과 일본 릿교 대학시절 릿교 대학 원고지에 쓴 편의 시 및 달을 쏘다 수필 등 편 육필원고의 복각본을 통해 윤동주의 시에 대한 애정과 발자취를 느낄 수 있다 일제강점기에 짧게 살다간 젊은 시인으로 어둡고 가난한 생활속에서 인간의 삶과 고뇌를 사색하고 일제의 강압에 고통받는 조국의 현실을 가슴 아프게 생각한 고미하는 철인이었다 그의 이러한 사상은 그의 얼마 되지 않는 시 속에 반영되어 있다 윤동주의 하늘과 바람과 별과 시를 빛결 이청옥 작가의 캘리로 만나다 윤동주 탄생 주년을 기념하여 그의 시 편을 작품화하면서 보낸 지난 여름은 유난히 덥고 힘들었습니다 그러나 그의 시와 함께 숨 쉬고 생활하면서 보낸 시간들은 참으로 소중한 기억으로 남을 것 같습니다 그가 세상을 떠나고 오랜 세월이 지난 지금도 우리 세상 속에 함께 살고 있음을 의심치 않습니다 이청옥 작가노트중 전시안내 전시기간 수 월 관람장소 세종문화회관 세종미술관 제 관 관람시간 입장마감 일 입장마감 휴관일 없음 관람문의 요금안내 전체관람가 대상 주민등록기준 성인 원 청소년 원 어린이 원 국가유공자 경로 만 세 이상 원 단체 인이상 단체는 반드시 사전예약해주시기 바랍니다 주최 윤동주 년 문화예술제 서울시인협회 주관 스타로고 문의,세종미술관1관,2017-03-29,2017-03-29,세종문화회관
388,117,2020 대한민국미술전람회 초대작가전,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=faec0c25744c22e99776405c0fa72802fe320840a8cb2187bf7f84d4b570d9f7&streFileNm=24ba4eb3325c9f264e4fd125bfe11983ad9dfc36288f971a5bacb5e178aa54a2,맑은 고딕 맑은 고딕 맑은 고딕 대한민국미술전람회 초대작가들의 작품들로 구성된 전시로 미술부문과 서예부문 총 명의 작가가 참여하고 있습니다 대한민국미술전람회 초대작가전,세종미술관2관,2020-04-15,2020-04-15,세종문화회관
389,118,로봇 아트 팩토리 (Robot Art Factory),https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=faec0c25744c22e99776405c0fa7280213828d296b79715b8c45b0a6e9a6f00e&streFileNm=6ed36a5f7b5c9846c2ce87e401c6c4c84200ca52209836814279c2c87fbc6042,로봇 아트 팩토리 유튜브 영상 보러가기 관람시 주의사항 미술관 입장시에는 체온체크 및 마스크 착용을 확인하여 주시고 관람객 간 안전거리를 확보하여 주시기 바랍니다 도슨트 운영 안내 전시기간중 매일 회 오후 시 입장객에 한하여 선착순운영 코로나 로 인해 상황에 따라 진행인원이 조정될수있습니다 체험프로그램 운영 안내 별도체험비용 원 추가 결제시 상시 참여 가능 소요시간 분 내외 내용 로봇 아트 팩토리 전에 설치 된 작품 점을 도안으로 활용한 폼보드 판화 제작체험 전 시 명 로봇 아트 팩토리 진보와 공존 전시기간 일 전시장소 미술관 관 참여작가 명 김동인 김택기 김진우 고근호 박종영 박우성 백종기 성태진 송현철 왕지원 위재환 조병철 찰스장 최한진 최문석 최은동 출 품 작 점 내외 관람시간 입 장 료 일반 만 세 이상 원 학생 초 중 고 군인 원 어린이 미취학 아동 만 세 원 무료 입장 국가유공자 및 동반 인 장애인 급 및 동반 인 장애인 급 본인 무료 단체 할인 인 이상 내 용 본 전시는 예술가의 시각에서 바라본 로봇의 다양한 표현들을 평면 입체 동력 의 세 가지 섹션으로 나뉘어 구성되며 애니메이션 속의 존재들이나 가상적 로봇이 작가들의 예술적 섬세함과 창작력을 바탕으로 한층 업그레이드되어 관람자들에게 제공됨으로써 예술과 과학 그리고 철학적 메시지가 결합된 재미와 의미 있는 시간을 제공 전시 구성 평면 로봇 참여작가 백종기 성태진 찰스장 첫 번째 평면 로봇 섹션에서는 로봇의 형상을 단순화하고 화려한 색상과 텍스트 그리고 상징적 장식적인 표현이 더해져 공간의 밀도를 높이고 로봇과 인간의 합일체를 지향하는 백종기 성태진 찰스장 작가의 팝아트 계열 평면 작품이 전시된다 입체 로봇 참여작가 김동인 김택기 김진우 고근호 박우성 송현철 최한진 최은동 두 번째 입체 로봇 섹션에서는 관절의 접합에 의해서 표현된 입체 형태의 로봇들이 독특한 기능과 형태로 표현되고 인간의 속성을 로봇에게 투사하고 부여하여 예술을 매개로한 인간의 변신이 가능하듯이 로봇에 대한 일반적인 통념 또한 예술을 매개로 바뀔 수 있음을 흥미로운 로봇 세계로 표현한 김동인 김택기 김진우 박우성 위재환 고근호 송현철 최한진 최은동 작가의 작품이 출품된다 동력 로봇 참여작가 박종영 왕지원 최문석 조병철 세 번째 동력 로봇 섹션에서는 모션 센서의 감지에 의해서 관절이나 각종 장치가 동력에 의해서 움직임을 보이는 마리오네트 형태의 키네틱 작품과 상하 전후 좌우 회전 등 기본적인 운동 요소들을 작가가 고안한 장치들로 재구성하여 흥미로운 조형성과 운동감으로 시각적 효과를 만들면서 다이나믹한 공간 조형을 보이는 가장 진보된 형태의 로봇이 박종영 왕지원 조병철 최문석 작가의 작품을 통해서 소개된다 과학적 진보와 인간의 정체성 회복 그리고 공존에 관하여 로봇은 어린이들에게는 꿈과 상상의 세계로 유도하는 우상이자 어른들에게는 어릴적 추억을되새기는 매개체이다 이러한 가상적인 로봇이 시대의 변천과 과학 기술의 진보에 따라서 기능적 활용적 측면에서 점차 세분화되고 현실화되어지고 있는 요즘 로봇은 단순 가상 속 존재들이 아닌 인간의 개인적 사회적 활동 영역에서 없어서는 안 될 꼭 필요한 동반자로 등극할 날도 멀지않았다고 본다 본 전시는 예술가의 시각에서 바라본 로봇의 다양한 표현들을 평면 입체 동력 의 세 가지 섹션으로 구성되었으며 애니메이션 속의 존재들이나 가상적 로봇이 작가들의 예술적 감수성과 섬세함 그리고 창작력을 바탕으로 한층 업그레이드되어 관람자들에게 예술과 과학 그리고 철학적 메시지가 결합된 재미와 의미 있는 시간을 제공하고자 한다 세 개의 섹션으로 구성된 이번 전시는 애니메이션 책이나 영화에 등장하거나 작가의 상상으로 만들어진 로봇 세계를 예술가의 시각으로 해석하고 조형적으로 표현한 형식적 측면의 분류와 과학적 진보화 로봇의 진화로 인한 편리성 이면에 존재하는 인간의 존재감 상실 등 각종 폐해를 극복하고 인간과 로봇이 공존할 수 있는 미래 지향적 내용을 다루는 것에 주안점을 두고 있다 첫 번째 평면 로봇 섹션에서는 로봇의 형상을 단순화하고 화려한 색상과 텍스트 그리고 상징적 장식적인 표현이 더해져 공간의 밀도를 높이고 로봇과 인간의 합일체를 지향하는 백종기 성태진 찰스장 작가의 팝아트 계열 평면 작품이 전시된다 두 번째 입체 로봇 섹션에서는 관절의 접합에 의해서 표현된 입체 형태의 로봇들이 독특한 기능과 형태로 인간의 속성을 로봇에게 부여하여 예술을 매개로한 인간의 변신이 가능하듯이 로봇에 대한 일반적인 통념 또한 예술을 매개로 바뀔 수 있음을 흥미로운 로봇 세계로 표현한 김동인 김택기 김진우 박우성 위재환 고근호 송현철 최한진 최은동 작가의 작품이 출품된다 세 번째 동력 로봇 섹션에서는 모션 센서의 감지에 의해서 관절이나 각종 장치가 동력에 의해서 움직임을 보이는 마리오네트 형태의 키네틱 작품과 상하 전후 좌우 회전 등 기본적인 운동 요소들을 작가가 고안한 장치들로 재구성하여 흥미로운 조형성과 운동감으로 시각적 효과를 만들면서 다이나믹한 공간 조형을 보이는 가장 진보된 형태의 로봇이 박종영 왕지원 조병철 최문석 작가의 작품을 통해서 소개된다 사실 위에서 언급한 섹션별 로봇 전시는 우리들이 평소 알고 있는 로봇을 사실적으로 축소해서 만든 플라스틱 피규어 또는 산업용으로 개발된 첨단 기능의 로봇을 보여주는 전시와는 접근 자체가 다르다 다시 말해서 기존 관람자들에게 로봇의 제작 배경이나 각종 첨단 기능의 재현과 설명 그리고 로봇 기술의 발전상을 보여주는 아카이빙 전시나 로봇 수집가 를 위한 흥미 위주의 전시가 아니라는 것이다 이번 전시는 미래 과학으로도 도저히 대체될 수 없는 예술 분야 즉 예술가의 감성을 과학적 산물인 로봇에 적용함으로써 점차 비인간화 비감성화되어가는 미래 사회의 폐해로부터 예술과 과학의 융합을 통한 공존의 모색 점을 찾고자하는 시각에서 접근하고 있다 인간에게 꿈과 상상력을 제공하는 로봇은 인간의 욕구에 의해서 탄생되어 시대의 흐름에 따라 변천을 거듭하여 왔다 인간의 노동력을 줄이기 위해 개발되어지기 시작한 고대의 기계장치에서부터 인간처럼 작동하기 위해 줄에 의해 움직이는 마리오네트 인형 동력 전달 장치에 의해 움직이는 오토마타 그리고 로봇에 이르기까지 그 형태와 기능은 다양해지고 만화 속에만 존재하던 우리의 영웅 로봇들은 과학 기술의 발전에 따라 점차 현실화 되어가고 있다 그러나 만화 속에 존재하는 인간의 친구이자 영웅이라는 우호적 관념의 로봇은 점차 인간을 지배하고 인간성을 상실시키는 매개체로서의 위험성 또한 야기하고 있는 것이 오늘날의 현실인 것도 주지의 사실이다 이러한 상황에서 본 전시는 예술가의 시각으로 바라본 로봇 작품을 통해 동반자 관계로서 로봇과 인간이 나아갈 길을 모색하는 기회를 제공한다는 차원에서 그 의미를 찾을 수 있다,세종미술관2관,2020-04-24,2020-04-24,세종문화회관
390,296,강순옥 제1회 개인전  - 내일을 여는 길목에서...,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=5c71aeaa42681dca24ce05177e62859a13e27cc0df58d0800d2b142a2917067e,제 나이 쉰 살이 넘어 작은아이를 대학에 입학시키고 먼 추억 속에 기억마저 소중했던 그림을 작은 우유 곽 과자봉지 하나를 연필로 긁적이며 제가 아직도 그림을 그리고 싶어 하는 것을 알게 되었고 가까운 문화센터를 찾아가 흰 도화지에 연필로 가로 세로 줄긋는 것부터 어린 아기가 걸음마를 시작하듯이 그림을 그리기 시작했습니다 어릴 적 꿈을 실현해 보고자 시작한 그림은 연필과 붓을 잡을 때 행복했고 하얀 종이가 물과 물감을 만나 아름다운 풍경이 되기도 하고 예쁜 꽃으로 피어나기도 하는 것을 보며 가슴 깊은 곳에서는 형언할 수 없는 행복과 감사가 넘침을 느낄 수 있었습니다 부끄럽지만 그동안 한 점 한 점 열심히 정성을 다해 그린 수채화 작품 중 풍경과 정물을 중심으로 용기내어 첫 개인전을 열고자 합니다 그리고 작품 중 판매되는 것이 있다면 그 금액을 전액 해외나 국내 소외되고 어려운 사람을 위해 쓰겠습니다,광화랑,2017-02-22,2017-02-22,세종문화회관
391,297,일러스트마켓 정기전 `문화활력소 아트페어`,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=a15ad7fc33d6c4fcd197060d4cf545be7f05ea99f445454b30d109dc634d8078,일러스트마켓 문화 활력소 아트페어 월 일 월 일 세종문화회관 광화랑 돋움 네이버 카페 일러스트마켓 회원수 여분 과 함께 진행하는 정기전으로 이번 전시는 문화활력소 아트페어라는 이름으로 진행됩니다 일러스트마켓에서 활동하는 작가중 분을 선정 함께 전시합니다 일러스트부분과 디자인공예 부분이 진행이되고 주말에는 체험 프로그램도 진행이됩니다 돋움 작가로써 인정받고 본인의 작품을 대중과 함께 소통하기 위한 전시입니다 돋움,광화랑,2017-03-01,2017-03-01,세종문화회관
392,92,"한국캘리그라피협회전 `모두를 위한 선택, 모두를 위한 캘리그라피`",https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=b385bfe5c04f9389ed77ab50f2a27b1413e27cc0df58d0800d2b142a2917067e,한국캘리그라피협회 협회전 모두를 위한 선택 모두를 위한 캘리그라피 장소 세종문화회관 세종미술관 관 월 일 시 오프닝 퍼포먼스,세종미술관2관,2017-04-05,2017-04-05,세종문화회관
