,movie_name,img_link,synopsis,director
235,마녀,https://www.kobis.or.kr/common/mast/movie/2018/06/9371e43e79ba41f59cb728d3bdeb89b5.jpg,"시설에서 수많은 이들이 죽은 의문의 사고.그날 밤 홀로 탈출한 후 모든 기억을 잃고 살아온 고등학생 ‘자윤’ 앞에 의문의 인물들이 등장하기 시작하고,자신이 기억하지 못하는 과거를 알고 있는 그들의 등장으로 자윤은 혼란에 휩싸이게 되는데...! 그들이 나타난 후 모든 것이 바뀌었다",박훈정
236,탐정: 리턴즈,https://www.kobis.or.kr/common/mast/movie/2018/05/f4ec3739bf084c14b0c985ce46859f08.jpg,"대한민국 최초 탐정사무소 신!장!개!업!전국민을 웃긴 추리 콤비 ‘혹’ 달고 돌아왔다!역대급 미제사건을 해결한 추리 콤비, 셜록 덕후 만화방 주인 ‘강대만’(권상우)과 광역수사대 레전드 형사 ‘노태수’(성동일)! 드디어 대한민국 최초 탐정사무소를 개업하고, 전직 사이버 수사대 에이스 ‘여치’(이광수)까지 영입하며 탐정으로서의 첫 발을 내딛는다.하지만 꿈과 현실은 다른 법! 기다리는 사건 대신 파리만 날리고, 생활비 압박에 결국 경찰서까지 찾아가 몰래 영업을 뛰기 시작한다.드디어 기다림 끝에 찾아온 첫 의뢰인. 게다가 성공보수는 무려 5천만원! 자신만만하게 사건을 받아 든 세 사람은 파헤칠수록 꼬리에 꼬리를 무는 의심스러운 증거들로 혼란에 빠지기 시작하는데…""우리가 가는 길 미제사건이란 없다""6월, 최강 트리플 콤비의 본격 추리가 시작된다!",이언희
237,어린 신부,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/84/mov_20040481_38295.jpg,"잘 나가는 작업청년 상민, 16세 꼬맹이 신부에게 장가가다!! 과연 인생 쫑? 세상 여자가 모두 자기 여자인양 온갖 작업을 펼치던 잘 나가던 대학생 상민, 수다떨기 좋아하고 얼짱 보면 가슴 설레는 앙큼상큼한 여고생 보은…둘은 보은 할아버지에게서 날벼락 같은 명령을 받게 된다. 둘이 결혼해야 한다는 것!! 평소 둘이 결혼하는 게 소원이었던 할아버지의 병세가 악화되자 24세 상민과 16세 보은은 어쩔수 없이 결국 결혼을 하고야 만다. 순진한 여고생 보은, 24세 늙다리 상민 몰래 야구부 주장에게 빠지다!! 설마 바람 ？? 결혼을 하긴 했지만 첫 키스도 못해본 16살 어린 신부를 어떻게 할 수도 없는 상민, 게다가 유부남 도장까지 찍혔으니 작업 길도 꽉꽉 막혀있다. 애타고 아쉬운 마음이야 하늘을 찌르지만 결혼생활에 충실하고, 보은이 뒷바라지도 해주려고 마음먹은 상민! 그런데 이게 웬일? 보은이는 신혼 여행을 떠나는 공항에서 도망간다. 제주도에서 나홀로 외로운 밤을 보내는 상민의 눈에는 신혼 부부들이 굉장히 거슬리는데, 같은 시간 보은은 평소 마음에 있던 야구부 주장 정우와 꿈에 그리던 데이트를 하게 된다. 바람난 어린신부 보은, 황당한 조금 덜 어린 신랑 상민!! 결국 결혼 땡? 뜻하지 않은 결혼을 한 이들에게 아슬아슬한 하루하루가 끊임없이 계속되는데, 결혼 사실을 들키면 안 되는 이들의 위험한 부부관계는 상민이 보은의 학교에 교생 실습을 나가면서 더욱 더 첨예한 위기가 계속된다. 수업 시간에 보은의 팬티로 땀을 닦는 상민, 불시에 상민의 방으로 쳐들어오는 스토커 같은 김샘… 게다가 보은은 한 술 더 떠서 정우와의 위험한 데이트를 계속 하는데 이들의 결혼 생활… 과연 오래갈 수 있을까?",김호준
238,오! 브라더스,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/76/mov_20030133_37706.jpg,"‘불륜 사진 전문 찍사’ 오상우. 딴짓거리(?)에 빠진 남녀들에게 원치 않는 기념사진을 찍어주며 생계를 꾸려간다. 그러던 어느 날 그에게 예기치 못한 소식이 날아온다. 어릴 적 바람나 집을 나간 아버지가 사망했다는 소식과 그의 빚이 고스란히 자신에게 상속됐다는 것. 그 빚을 감당할 능력 없는 상우는 야속하기만한 아버지의 죽음을 원망할 새도 없이 그 빚을 떠넘기기 위해 또 다른 상속인인 이복 동생인 봉구와 그의 어머니를 찾아 나선다.  ‘조루증’이 애들한테 걸릴 수 있는 병인가요? 좀 나이도 그렇고 ^^;;... 그게 장애인으로 분류가 됩니까? 봉구 엄마는 실종 상태고, 한번도 만난 적 없는 이복 동생 봉구만을 수소문 끝에 찾아낸 상우. 그러나 12살 어린 동생 봉구 대신 그를 반기는 것은 겉보기등급 30대 중반의 아저씨가 아닌가? 게다가 몹쓸 병 조루증(?)까지?? 알고보니 동생 봉구는 실제 나이보다 4배 가량이나 빨리 신체가 노화되는 ‘조로증(早老症)’이라는 희귀병에 걸려 특수학교에 맡겨져 있는 상태. 상우는 한참 형뻘로 보이는 동생의 모습에 적잖이 당황하지만, 그래도 아버지가 남긴 빚더미에서 빠져나가기 위해서는 봉구가 꼭 필요하다고 판단, 어쩔 수 없이 그와의 불편한 동거를 시작한다.  시체를 묻을 때 말이예요,  포크레인으로 3미터 안 묻고 그냥 대충 묻으면 파리가 귀신처럼 알고 그 위에 꼬여요. 이게 무슨 뜻이게~~요? 허구헌날 돌려보는 공포영화 <처키> 비디오 덕분에 표정관리까지 영락없는 깡패인 봉구. 그러나 이런 외모에 걸맞지 않게 끊임없는 호기심을 분출하는 사춘기 말썽꾸러기 봉구 때문에 형 상우는 매번 황당한 경험의 연속이다. 또 엎친 데 덮친 격으로 악랄한 풍속계 경찰 정반장의 뒷돈 독촉까지 받게 되는데... 빚독촉과 협박에 몰린 상우는 우연히 봉구의 외모 덕분에 채무자들에게 돈 받는 일을 시작하게 된다. 배째라던 악성채무자들의 돈까지도 척척 받아내는 동생에게 상우는 마음의 문을 조금씩 열어가고, 봉구 또한 형을 도울 수 있음에 기뻐한다. 점차 서로를 알게 되며 의지하는 사이가 된 두 형제. 그러나 정반장의 악랄함은 극에 달하고, 동생 봉구는 위험에 처한 형을 돕고자 나서는데...",김용화
239,"장화, 홍련",https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/74/mov_20030131_37525.jpg,"인적이 드문 시골, 이름 모를 들꽃들이 소담하게 피어 있는 신작로 끝에 일본식 목재 가옥이 홀로 서 있다. 낮이면 피아노 소리가 들려 올 듯 아름다운 그 집은 그러나, 어둠이 내리면 귀기 서린 음산함을 뿜기 시작한다. 예사롭지 않은 기운이 서려 있는 이 집에서 어른도 아이도 아닌 아름다운 두 자매 수미, 수연. 아름답지만 신경이 예민한 새엄마와 함께 살게 된 그날. 그 가족의 괴담이 시작된다. 수연, 수미 자매가 서울에서 오랜 요양을 마치고 돌아 오던 날. 새엄마 은주는 눈에 띄게 아이들을 반기지만, 자매는 그녀를 꺼리는 기색이 역력하다. 함께 살게 된 첫날부터 집안에는 이상한 기운이 감돌고 가족들은 환영을 보거나 악몽에 시달린다. 수미는 죽은 엄마를 대신해 아버지 무현과 동생 수연을 손수 챙기려 들고, 생모를 똑 닮은 수연은 늘 겁에 질려 있다. 신경이 예민한 은주는 그런 두 자매와 번번히 다투게 되고, 아버지 무현은 그들의 불화를 그저 관망만 한다. 은주는 정서불안 증세를 보이며 집안을 공포 분위기로 몰아가고, 동생을 지키기 위해 안간힘을 쓰는 수미가 이에 맞서는 가운데, 집안 곳곳에서 괴이한 일들이 잇달아 벌어지기 시작하는데...",김지운
240,그놈 목소리,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/46/mov_20070015_35370.jpg,"범죄와의 전쟁이 선포될 정도로 흉흉한 강력범죄가 끊이지 않던 1990년대. 방송국 뉴스앵커 한경배(설경구)의 9살 아들 상우가 어느 날 흔적 없이 사라지고, 1억 원을 요구하는 유괴범(강동원)의 피말리는 협박전화가 시작된다. 아내 오지선(김남주)의 신고로 부부에겐 전담형사(김영철)가 붙고, 비밀수사본부가 차려져 과학수사까지 동원되지만, 지능적인 범인은 조롱하듯 수사망을 빠져나가며 집요한 협박전화로 한경배 부부에게 새로운 접선방법을 지시한다. 치밀한 수법으로 정체가 드러나지 않는 유괴범의 유일한 단서는 협박전화 목소리. 교양 있는 말투, 그러나 감정이라곤 없는 듯 소름끼치게 냉정한 그놈 목소리뿐이다. 사건발생 40여 일이 지나도록 상우의 생사조차 모른 채 협박전화에만 매달려 일희일비하는 부모들. 절박한 심정은 점차 분노로 바뀌고, 마침내 한경배는 스스로 그놈에게 접선방법을 지시하며 아들을 되찾기 위한 정면대결을 선언하는데...",박진표
241,우리들의 행복한 시간,https://www.kobis.or.kr/upload/up_img/cleansing/x00/03/87/mov_20060244_43985.jpg,"절망의 끝에서 사랑을 만나다.  그 남자 이야기  왼쪽 가슴에 빨간 딱지가 달렸다. 수인 번호가 새겨진...  그때부터 난 윤수가 아니라, 세 사람을 죽인 사형수 3987이었다.  죽음만을 기다리는 스물일곱, 교도소의 차가운 바닥이 내겐 오히려 따뜻하다.  가난하고 추웠던 어린 시절, 내 전부였던 어린 동생을 잃었다. 내게 아무 것도 남지 않았다.  그 여자 이야기  세 번째 자살도 실패로 돌아갔다. 삶보다 죽음이 더 간절하다.  복이 넘쳐 집안 소유 대학에서 미대 강사를 하고 있다.  난 우리 집의 골칫덩이고, 이방인이다.  열 다섯 상처, 참담한 기억, 엄마의 외면... 그렇게 내 삶은 지옥에 버려졌다.  학창 시절, 난 자살에 미친 꼴통이었다.  그 남자, 그녀를 만나다.  내 생애 마지막이라 생각한 겨울의 어느 날, 한 여자가 찾아왔다.  천사의 얼굴로 애국가를 부르며, 죽어가는 동생에게 온기를 주었던 가수, 문유정이다!  그녀는 다른 사람처럼 날 동정의 눈빛으로 보지도 않고, 도리어 신경질 내며 따져 묻는다.  그런데 이 여자, 어쩐지 나를 보는 것 같다.  그 여자, 그를 만나다.  세 번째 자살도 실패한 그해 겨울, 유일하게 마음을 의지하는 모니카 고모의 손에 이끌려 교도소에 갔다. 내키진 않았지만, 정신병원에서 요양하는 것보다 덜 지루할테니까.  내가 불렀던 애국가를 듣고 싶어 하는 사람이 있다니... 그건 재미있을 것 같다.  목요일 10시, 교도소 만남의 방. 창백한 얼굴의 사형수. 거칠고 불쾌하기 짝이 없다.  다른 때 같았으면 “나쁜 놈. 끝!”하며 나왔을 텐데, 어쩐지 마음이 울컥, 한다. 아, 이 남자...  진짜 이야기, 그리고 행복한 시간  살고 싶은 의지도, 희망도 없는 두 남녀가 교도소 ‘만남의 방’에 마주 앉는다. 세상으로부터 격리된 교도소 안의 사형수 윤수와 세상이라는 철장 속에 갇혀 사는 자살 중독자 유정.  첫 만남. 가난하고 불우했던 남자와 부유하고 화려한 여자, 너무도 다른 두 사람은 삐딱하고 매몰찬 말들을 내던지며 서로를 밀어낸다. 그러나 그들은 이내 사실 서로가 닮았음을 알아챈다. 자살시도가 남긴 유정의 손목 흉터, 수갑이 만든 윤수의 손목 상처...  조금씩 경계를 풀고 서로를 들여다보기 시작하는 두 사람. 조그만 창틈으로 새어 들어오는 햇살의 온기만큼 다스해져가는 마음. 그들은 비로소, 아무에게도 하지 못했던 ‘진짜 이야기’를 꺼내놓게 되는데...  이제, 남자는 태어나서 처음으로 살고 싶다는 생각을 하게 되고, 여자는 더 이상 스스로 죽을 결심 따위는 할 수 없게 된다. 매일 목요일이었으면 좋겠다고, 말도 안 되는 바램이 마음에 가득 차오를 무렵, 그들에게 허락된 시간 또한 얼마 남지 않았음 알게 되는데...",송해성
242,캐리비안의 해적: 낯선 조류,https://www.kobis.or.kr/upload/up_img/2011/04/mov_89446A_20110429184216_1.jpg,"`젊음의 샘`을 찾아 떠나는 캡틴 잭은 옛 연인 안젤리카로 인해 공포스런 해적 검은 수염의 배 `앤 여왕의 복수`호에 강제로 오르게 된다. 그리고 예측할 수 없는 운명에 휘말리는데 과연 그가 가장 경계해야 할 적은 누구일까? 개성 강한 해적 캐릭터들이 얽히고설킨 가운데, ‘젊음의 샘’을 찾아 떠나는 모험을 흥미진진하게 다룬다.",롭 마샬
243,퀵,https://www.kobis.or.kr/upload/up_img/2011/06/mov_FCHJB4_20110628125747_1.jpg,"폭탄을 배달하게 된 퀵서비스맨헬멧을 벗어도, 질주를 멈춰도 폭탄은 터진다!스피드 마니아인 퀵서비스맨 기수!생방시간에 쫓겨 퀵서비스를 이용하는 아이돌 가수 아롬을 태우고 가던 중한 통의 전화를 받는다.수화기 너머 의문의 목소리는헬멧에 폭탄이 장착 되어 있다는 경고와함께 30분 내 폭탄 배달을 완료하라 명령하는데...사상 초유의 폭탄 테러에 휘말린 그들!도심 한복판, 목숨을 건 시속 300km의 쾌속질주가 시작된다!",조범구
244,감기,https://www.kobis.or.kr/common/mast/movie/2013/08/5fb8020cfded416d9ae0551f7bd98169.jpg,"2013 여름, 사상 최악의 바이러스가 대한민국을 덮친다!호흡기로 감염, 감염속도 초당 3.4명, 치사율 100%의 유례 없는 최악의 바이러스가 대한민국에 발병하고, 이에 정부는 전세계적인 확산을 막기위해 국가 재난사태를 발령, 급기야 도시 폐쇄라는 초유의 결정을 내린다. 피할 새도 없이 격리된 사람들은 일대혼란에 휩싸이게 되고, 대재난 속에서 살아 남기 위한 사람들의 목숨 건 사투가 시작된다.",김성수
245,말죽거리 잔혹사,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/81/mov_20030433_38009.jpg,"1978년 말죽거리의 봄, 정문고로 전학 온 범생 현수!  정문고는 선생폭력과 아이들 세력다툼으로 하루도 조용할 날 없다.  숨막 히는 학교생활, 범생 현수에게 학교짱 우식과의 특별한 우정이 기다리고 있었으니..  열혈 이소룡 키드 현수와 우식! 이소룡에 흥분하다 보니 둘은 서로 친구가 되어 있었다.  멋진 두 친구, 현수와 우식 !  하교 길 버스안이 오늘따라 심상치 않다. 둘의 눈에 동시에 박힌 그녀는 바로 ‘올리비아 핫세’를 꼭 닮은 강.은.주!!!’ 불량배들에게 가방을 빼앗긴 은주,  ‘가방 돌려줘요..’소심한 현수의 말이 채 끝나기도 전에 날아드는 우식의 오른발 차기! 은주는 거친 우식의 매력에 끌려들어간다.  학교짱 타이틀 전 , 선도부장 종훈vs막강캡짱 우식! 종훈은 비열한 방법으로 우식을 꺽고,우식은 그대로 학교를 떠난다.  우식이 떠난 정문고! 현수는 우식과 단짝 친구였다는 이유로 종훈에게 거센 압박을 받고  지긋지긋한 학교 폭력, 열등반 으로의 강등, 급기야 사랑하는 은주 마저 우식을 택하자 결국 분노는 폭발한다.  현수는 밤새 연습한 쌍절곤을 들고 학교 옥상으로 향하는데…",유하
246,광복절 특사,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/66/mov_20020220_36779.jpg,"광복절특사로 석방되기 위해 열심히 교도 생활을 하는 모범수(?) '재필' 조금만 참으면 사랑하는 애인 '경순'과 결혼할 수 있다. 하지만 고무신은 군대에서만 거꾸로 신는 게 아니란 걸 몰랐던 탓일까? 어느 날 면회 온 애인으로부터 ‘결혼한다’는 날벼락 같은 소식을 듣는다. 변심한 애인의 맘을 되돌리기 위해 탈옥을 결심한다  복도 없지....빵 하나 훔쳐먹고 신원이 확실하지 않다는 이유로 감옥으로 직행. '억울함'에 이를 갈며 계속해서 탈옥을 시도하다 형량만 늘어난 고참 죄수 '무석'. 아무생각 없이 콧구멍 파고 있던 어느 날 오후, 숟가락 하나 발견하고는 탈옥루트를 만들기를 6년. 마침내 땅굴파기에 성공! 어디서 굴러들어 온지 모르는 '재필'과 함께 탈옥한다.  절대 다시는, 네버, 네버, 이곳에 오지 않으리라!! 결심하며 탈옥에 성공한 두 사람... 아침 일찍 나온 따끈따끈한 신문을 펼친 순간 자신들이 광복절 특사 명단에 끼어있다는 것을 알게 되는데..  탈옥의 기쁨을 느끼기도 전에 다시 감옥으로 돌아가야 하는 상황이 벌어진다.  특사로 감옥을 나왔으면 대문으로 보란 듯 당당히 나올 수 있었을 그들은 너무 일찍 담을 넘어 버린 것이다. 다시 교도소로 돌아 가려고 하는 '무석'과 경순을 만나 자신이 광복절특사임을 알리려고 하는 '재필' 사이엔 의견이 엇갈린다. 하지만 같이 돌아와야만 없었던 일로 하겠다는 교도과장 말에 '무석'은 하는 수 없이 가슴을 치며 '재필'과 동행한다.  사랑에 눈먼 '재필'과 그 행동에 눈 뒤집힌 '무석'은 경순을 만나 이 기쁜(?) 소식을 알리지만 '경순', 무슨 ‘귀신 씨나락 까먹는 소리냐’는 듯 ‘재필’을 쳐다보며 예정대로 지금의 애인과 결혼하겠다고 한다. 오늘 안으로 교도소로 돌아가야 하는 두 사람. 말 안 듣는‘경순’을 들쳐업고는 교도소로 향하는데...  과연 ‘재필’과 ‘무석’은 탈출보다 더 어려운 교도소 입성에 성공할 수 있을까?",김상진
247,나우 유 씨 미 2,https://www.kobis.or.kr/common/mast/movie/2016/07/7fd3a3db71ae4056838ed8ee52ecc9e8.jpg,"'마술사기단’이 돌아왔다!3년 전, 전세계를 무대로 한 통쾌하고 짜릿한 완전범죄 매직쇼로 세계를 발칵 뒤집어 놓은 그들이 돌아왔다!  마술사기단은 더 강력해진 적에 의해 전세계 팬들이 보는 앞에서 함정에 빠지게 되고 세상의 모든 컴퓨터를 컨트롤할 수 있는 카드를 훔쳐야 하는 절체절명의 위기에 빠진다. 불가능한 마술로 명예 회복에 나선 마술사기단!  7월 13일, 보고도 믿을 수 없는 완전범죄 매직쇼가 시작된다!",존 추
248,마파도,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/92/mov_20040778_38820.jpg,"160억을 들고 잠적한 한 여자를 찾아 모범 건달 재철(이정진)과 비리 형사 충수(이문식)는 지도에도 없는 수상한 섬 ‘마파도’로 낚시꾼으로 위장, 잠복해 들어간다.  섬 전체인구 5명, 구성성비 여자 100%, 공동생산, 공동분배, 공동사역, 공동소유로 살아가는 이상한 섬 마파도.  그곳에서 뜻밖의 강적을 만났으니, 바로 20년간 남자구경 못해본 엽기적인 다섯 할매들!  재철과 충수는 과연, 순박한 표정으로 은근슬쩍 노동을 강요하는 다섯 할매들의 가공할내공(?)에 맞서서 무사히 임무를 완수할 수 있을 것인가!",추창민
249,하모니,https://www.kobis.or.kr/upload/up_img/cleansing/14/mov_20090914_6.jpg,"단 하루의 만남을 위한 4년간의 노래 - 그녀들의 목소리가 담장을 넘어 세상을 울립니다{형형법상 여성수용자가 교정시설에서 출산할 경우, 유아를 교정시설내에서 양육할 수 있는 기간은 생후 18개월까지로 제한한다.} 18개월이 되면 아기를 입양 보내야 하는 정혜(김윤진), 가족마저도 등을 돌린 사형수 문옥(나문희), 저마다 아픈 사연을 가진 채 살아가는 여자교도소에 합창단이 결성되면서 사랑하는 이들을 위해 가슴 찡한 감동의 무대를 만들어가는 이야기.",강대규
250,거북이 달린다,https://www.kobis.or.kr/upload/up_img/cleansing/97/mov_20090297_14.jpg,"하는 일이라곤 지역 발전을 위한 소싸움 대회 준비뿐인 시골마을 예산의 형사 조필성. 다섯 살 연상의 마누라 앞에서는 기 한번 못 펴는 한심한 남편이지만, 딸래미의 학교 일일교사 1순위로 꼽힐 정도로 마을에서는 나름 알아주는 형사다. 소싸움 대회를 준비하던 필성은 강력한 우승후보에 대한 정보를 입수하고, 훔쳐 나온 마누라의 쌈짓돈으로 결국 큰 돈을 따게 된다. 난생처음 마누라 앞에서 큰소리 칠 생각에 목이 메이는 조필성. 그러나 기쁨도 잠시! 갑자기 나타난 어린 놈에게 순식간에 돈을 빼앗기고 마는데, 그 놈은 바로 몇 년 전 전국을 떠들썩하게 만들었다가 행방이 묘연해진 탈주범 송기태. 희대의 탈주범을 눈 앞에서 놓친 필성은 모두에게 그 사실을 알리지만 이런 시골마을에 송기태가 나타났다는 그의 말을 아무도 믿지 않는다. 잃어버린 돈도 찾고, 딸래미 앞에서 영웅이 되고 싶은 마음에 직접 송기태의 은신처를 찾아 덮치지만 이번에는 송기태에게 새끼손가락까지 잘리는 수모를 당한다. 게다가 이 날의 사건이 언론에 공개되자, 예산서 형사들은 탈주범을 놓친 무능한 시골형사로 전락하고 필성은 형사직에서 물러나게 된다. 돈, 명예, 그리고 마지막 자존심까지 빼앗긴 필성. 그 놈을 반드시 자신의 손으로 잡아 형사로서, 그리고 한 남자로서의 명예회복을 위해 본격적으로 나서는데…",이연우
251,너는 내 운명,https://www.kobis.or.kr/upload/up_img/cleansing/x00/01/49/mov_20050239_40699.jpg,"사랑을 기다리는 촌놈, 운명의 여인을 만나다. “은하씨가 세상에서 제일 예뻐요”  통장 5개, 젖소 한 마리로 목장 경영을 꿈꾸는 노총각 석중. 동정은 당연히 첫사랑에게 바치겠다는 순진한 시골총각 석중 앞에 눈처럼 투명한 여자가 나타난다. 그녀는 동네 순정다방 레지 은하. 한눈에 은하에게 마음을 빼앗겨 버린 석중은 그녀에게 촌스러운 구애를 시작하고, 겉으로 새침한 은하는 그런 그가 싫지 않다. 하지만 아들의 다방 출입이 불안한 석중의 엄마는 석중을 억지로 선 보게 하고, 그 장면을 목격한 은하는 홧김에 여관으로 차 배달을 자청한다. 여관에서 손님에게 구타를 당해 병원에 입원한 그녀 옆을 밤낮으로 지키던 석중. 퉁퉁 부어 만신창이가 된 은하를 보며 ‘은하씨가 세상에서 제일 예쁘다’며 수줍은 사랑을 고백한다. 석중의 진심을 받아들인 은하, 그들은 평생을 함께 하기로 약속한다. 그녀 밖에 모르는 석중, 그 사랑을 잃을 위기에 처하다. “어차피 죽을 거, 은하씨랑 살다 죽을래요” 꿈만 같은 신혼을 보내는 두 사람. 하지만 어느 날, 한 통의 전화로 찾아온 은하의 과거. 힘들어하는 은하를 행복하게 해줄 생각으로 석중은 몰래 젖소도 팔고 전 재산을 처분한다. 하지만 석중에게 찾아온 또 하나의 청천벽력 같은 소식은 은하가 에이즈에 걸렸다는 것. 은하에게 말할 수 없어 끙끙 앓는 석중의 모습과 자신 때문에 전 재산을 처분 했다는 사실을 알게 된 은하는 자신이 떠나주면 그가 행복할 거라는 생각에 그의 곁을 떠난다. 에이즈에 걸렸다는 사실도 모른 채 떠난 은하를 찾아 헤매는 석중. 그들은 이 사랑을 지켜낼 수 있을까.",박진표
252,이터널스,https://www.kobis.or.kr/common/mast/movie/2021/09/19411713ca9e43c9adb29d0f1199c108.jpg,마블 스튜디오의 <이터널스>는 수천 년에 걸쳐 그 모습을 드러내지 않고 살아온 불멸의 히어로들이 <어벤져스: 엔드게임> 이후 인류의 가장 오래된 적 '데비안츠'에 맞서기 위해 다시 힘을 합치면서 벌어지는 이야기,클로이 자오
253,캐리비안의 해적: 죽은 자는 말이 없다,https://www.kobis.or.kr/common/mast/movie/2017/04/09339e921c334358881d34d819788048.jpg,"죽음마저 집어삼킨 복수가 시작된다!전설적인 해적 캡틴 ‘잭 스패로우’(조니 뎁)의 눈 앞에 죽음마저 집어삼킨 바다의 학살자 ‘살라자르’(하비에르 바르뎀)가 복수를 위해 찾아온다. 둘 사이에 숨겨진 엄청난 비밀··· 잭은 자신과 동료들의 죽음에 맞서 살아남기 위해 사투를 시작하는데···지금, 모든 것을 압도할 거대한 전투가 펼쳐진다!",요아킴 뢰닝
254,스물,https://www.kobis.or.kr/common/mast/movie/2015/02/17353f482a414a02adcc2b467aa123de.jpg,"인기만 많은 놈 ‘치호’생활력만 강한 놈 ‘동우’ 공부만 잘하는 놈 ‘경재’ 아무것도 하지 않는 잉여의 삶을 지향하는 인기절정의 백수, 만화가가 되겠다는 꿈을 위해 쉴 틈 없이 준비하는 생활력 강한 재수생,대기업 입사가 목표인 최강 스펙의 엄친아이지만 술만 마시면 돌변하는 새내기 대학생까지인생의 가장 부끄러운 순간을 함께 한 스무살 동갑내기 세 친구의 자체발광 코미디!",이병헌
255,토르: 다크 월드,https://www.kobis.or.kr/common/mast/movie/2013/10/493ed56470234b8585f14ecfd632fa80.jpg,"태초의 어둠이 덮친 세계, 새로운 전쟁이 시작된다!<어벤져스>의 뉴욕 사건 후, 다시 신들의 고향인 아스가르드 왕국으로 돌아간 토르(크리스 헴스워스)와 로키(톰 히들스턴). 지구를 위협한 로키는 지하 감옥에 갇히고, 토르는 아버지 오딘(안소니 홉킨스)과 함께 우주의 질서를 재정립하기 위해 나선다. 1년 후, 지구에 혼자 남은 제인(나탈리 포트만)은 우연히 태초부터 존재해왔던 어둠의 종족 ‘다크 엘프’의 무기 ‘에테르’를 얻게 된다. 이 사실을 안 ‘다크 엘프’의 리더 ‘말레키스’는 ‘에테르’를 되찾기 위해 제인과 아스가르드를 공격하고, 토르는 사랑하는 여인 제인과 아스가르드 왕국을 지키기 위해 로키에게 위험한 동맹을 제안하게 된다.",앨런 테일러
256,식객,https://www.kobis.or.kr/upload/up_img/cleansing/35/mov_20070435_20.jpg,"최고의 맛을 잇기 위한 운명의 대결!  대한민국 최고의 음식 맛을 자랑하는 운암정의 대를 잇기 위해 제자들 중 단 한 명의 요리사를 선출하는 자리. 음식에 마음을 담는 천재 요리사 ‘성찬(김강우 분)’과 승리를 위해 물불을 가리지 않는 야심가 ‘봉주(임원희 분)’ 는 후계자 자리를 놓고 대결을 펼친다. 요리대결의 과제는 황복회! 두 요리사의 실력은 우열을 가리기 힘들 정도로 맛과 모양이 뛰어난 최상급의 요리지만, 성찬의 요리를 먹은 심사위원들이 갑자기 복어 독에 중독되어 하나 둘씩 쓰러진다. 이 모습에 당황하는 성찬과 옆에서 회심의 미소를 짓고 있는 봉주. 결국, 운암정의 후계자는 봉주의 몫으로 돌아가게 되는데.. 숙명적 라이벌. 그들의 현란한 손놀림이 다시 시작된다!  그리고 5년 후, 조선시대 최고의 요리사인 대령숙수의 칼이 발견되고 그의 적통을 찾는 요리대회가 열리게 된다. 5년 전 실수로 요리에서 손을 뗀 천재요리사 성찬은 요리대회를 취재하는 열혈VJ 진수(이하나 분)의 끊임없는 권유와 숙명적 라이벌인 봉주의 등장으로 요리 대회 참가를 결심하고, 현존하는 최고의 요리사 자리를 놓고 다시 만난 성찬과 봉주. 그리고 이 둘의 팽팽한 대결을 지켜보는 진수. 천재 요리사 성찬을 넘어 대령숙수의 적통을 차지하려는 야심가 봉주와 그의 강력한 방해공작에도 불구하고 자신의 실력을 발휘하는 성찬은 드디어 결선에서 맞서게 되는데.. 과연 현존하는 최고의 요리사는 누가 될 것인가...",전윤수
257,방자전,https://www.kobis.or.kr/upload/up_img/cleansing/27/mov_20090927_10.jpg,"은밀한 色, 농익은 해학, 과감한 상상  몽룡을 따라간 청풍각에서 기생의 딸 춘향에게 한 눈에 반해 버린 몸종 방자. 도련님 또한 그녀를 눈여겨본다는 사실에 마음을 접으려 하지만, 자신을 하대하는 몽룡의 태도에 적개심으로 춘향에 대한 자신의 마음을 드러내 버린다. 춘향 역시 방자의 남자다움과 자상함에 흔들리고, 마침내 방자는 춘향을 품게 된다.하지만, 신분 상승의 꿈을 접을 수 없는 춘향은 몽룡이 과거 시험을 위해 한양으로 떠나기 전 정인 서약을 맺고, 방자는 이를 알면서도 춘향에 대한 마음을 접지 못한다. 그러던 어느날, 장원 급제한 몽룡이 돌아와 춘향에게 더 큰 출세를 위해 모종의 거래를 제안하게 되는데…",김대우
258,인크레더블 2,https://www.kobis.or.kr/common/mast/movie/2018/07/2609ee0e0fe84f19bbef2d6c7f4529c1.jpg,"엄마 '헬렌'이 국민 히어로 '일라스티걸'로 활약하고 아빠 '밥'은 삼남매를 돌보는 육아 히어로(?)를 맡으며 고군분투하는 가운데, 정체불명의 악당이 등장하면서 슈퍼파워 가족이 다시 한번 '인크레더블'한 능력을 발휘하는 이야기.",브래드 버드
