exhibition_name,poster_link,exhibition_description,exhibition_period,exhibition_place
2019 금천예술공장 제10회 오픈스튜디오 & 기획전 <번외편: A-side-B>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1572309392931.jpg,"
전시소개


2019년 금천예술공장 & 오픈스튜디오 기획전 <번외편: A-side-B>은  전시의 타이틀인 동시에 10주년 오픈 스튜디오 전체 행사에 대한 포괄적 수사이기도 하다. ‘번외’는 말 그대로 본래 전달하고자 하는 공식화된 언어의 바깥 자리에 놓인 이야기들을 폭넓게 지칭한다. 용례에 따라 ‘서플리먼트’(supplement), 즉 보충이 되는 주변적 서사일 수도 있고, 어떤 시공을 앞질러 존재하는 누구도 알지 못하는 지점, 즉 ‘프리퀄’(prequel, 전편)이기도 하다. 혹은, 본편에는 삽입되지 않았지만 누군가에게는 탐독의 대상이 될 수 있을 일종의 ‘부록’(appendix)에 해당할 수도 있겠다. 

올해 오픈스튜디오에서는 전시가 일종의 ‘번외’의 자리로, 작가의 스튜디오가 ‘원전’이 되는 구조로 준비해 보았다. 부제인 A-side-B는 앞면과 뒷면, 원전과 각주, 텍스트와 이미지와 같은 이분법적 세계가 실은 어떤 주기마다 자리를 교환하며 공전, 자전하는 세계와도 같음을 시사한다. 독자와 관객을 향한 일종의 방백(Aside)이자 전편에 가리워진 배면(sideB)의 이야기들이 교차되었으면 한다.

- 조주리 (독립 큐레이터)


[출처] 2019 금천예술공장 제10회 오픈스튜디오 & 기획전 <번외편: A-side-B> (문화충전200%(문화를 사랑하는 사람들)) |작성자 금천예술공장

 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 10. 31.~2019. 11. 2.,서울 | 금천예술공장
"[무악파출소] 김하림, 류민지 2인전 <식물X세계>",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1571191890707.jpg,"
전시소개
‘식물 X 세계’ 전시는 오랫동안 식물에 관심을 두거나 수집, 관찰하는 이들의 작업을 통해 그들이 바라보는 식물의 이면을 하나씩 들여다보고자 합니다.

식물의 형태, 색, 도시 속 식물의 위치, 자생 환경 등에 주목하는 작업들은 식물과 작가가 맺고 있는 각기 다른 교감과 연결 관계를 보여주고, 식물의 변화 그리고 우리를 둘러싼 세상의 작은 변화들을 기록하며 일상의 풍경 속에 살아있는 존재들의 움직임을 전시를 통해 이야기하고자 합니다.

 작가: 김하림, 류민지
 기획: 노정화
 디자인: 김세린
전시일정 : 10월 11일~10월 31일까지

해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 10. 11.~2019. 10. 31.,서울 | 무중력지대 무악재
[용인] 어서 와~ 체험 전시는 처음이지?,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1570495622536.jpg,"
전시소개
   
   
2019 전문예술활동지원사업 
<지문 프로젝트 - 용인>
   
체험으로 이해하는 나와 도시의 관계
내가 만든 작품도 전시하고, 체험 프로그램도 참여하고!
   
[전시 안내]
전시 제목 : WHO
전시 내용 : 소중한 내 바람이 담긴 도시, 어떤 모습일까?
전시 일시 : 10월 30일 (수) ~ 31일 (목) 오전 10시 ~ 오후 3시
전시 장소 : 용인시 여성회관 다온터 갤러리
안내 사항 : 오후 3시 ~ 6시까지는 체험 프로그램으로 전시 관람이 제한됩니다.
   
[참여 안내]
참여 일시 : 10월 30일 (수) 오후 4시  / 10월 31일 (목) 오후 3시 30분, 5시
모집 인원 : 매회 용인시민 5명
참여 비용 : 무료
예약 방법 : 네이버예약 운프로젝트그룹 
   
지문 프로젝트란?
사람이 도시의 정체성이란 생각에서 출발한 시민참여 예술 활동으로 도시에 사는 한 사람 한 사람이 작품의 주인공이 되는 순간을 경험할 수 있습니다. 
지문 프로젝트 용인에서는 과거, 현재, 미래가 담긴 관객참여형 설치물이 상시 전시되고 사전 예약자에 한해 체험 프로그램 참여 기회가 제공됩니다. 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 10. 30.~2019. 10. 31.,경기 | 용인시 여성회관 (큰.작은어울마당)
궁弓·시矢·통筒 - 예술로 이어내는 활과 화살 그리고 화살통,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1569976075853.jpg,"
전시소개

전승 공예의 보존과 활성화를 위해 노력해오고 있는 한국문화재재단이 2019년 하반기를 맞이하여 다가오는 10월 2일(수)부터 10월 31일(목)까지 국가무형문화재 제47호 궁시장과 제93호 전통장을 재조명하는 <궁弓·시矢·통筒> 展을 준비하였습니다. 

 예로부터 우리 민족은 동이족, ‘동방에서 큰(大) 활(弓)을 잘 쏘는 민족’이라고 불리었으며, 역사적 인물로서 고구려의 시조 주몽은 ‘활을 잘 쏘는 사람’의 대명사로 기록되어있을 만큼 활과 화살은 우리 민족과 떼려야 뗄 수 없는 관계이었습니다. 이번 전시에서는 활을 잘 다루고 멀리 나가는 화살을 만들었던 우리 민족의 공예를 계승하는 장인들의 지속적인 인고의 노력을 재조명 하고자 합니다. 

 이번 <궁弓·시矢·통筒> 展은 활의 기백(氣魄), 화살의 기세(氣勢), 화살의 기예(氣藝)로 구성됩니다. 활과 화살의 조형성을 원과 선의 조형요소로 재해석하고 궁시장과 전통장의 공방을 재현하여 장인의 지조가 담긴 제작과정을 소개합니다. 

 ？한국문화재재단은 이번 <궁弓·시矢·통筒>展을 통해 우리 민족의 공예의 아름다움과 가치에 대해 지속적으로 관심을 갖는 계기가 되기를 바랍니다. 

 본 기획전에 많은 관심 부탁드립니다. 


 ▣ 전 시 명 : 궁弓·시矢·통筒 
 ▣ 전시기간 : 2019년 10월 2일(수) ~ 10월 31일(목) 
     ※ 개막식 : 10월 2일(수) 오후 3시 
 ▣ 전시장소 : 국가무형문화재전수교육관 2층 전시관 결 
 오시는 길 >> https://www.chf.or.kr/c6/sub1_10.jsp 
 ▣ 개관시간 : 10:00~19:00 (기간 중 무휴) 
 ▣ 관 람 료 : 무료
 ▣ 문    의 : 한국문화재재단 공예진흥팀 02-3011-2164 
               국가무형문화재전수회관 2층 전시관 『결』 02-3011-2176 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 10. 2.~2019. 10. 31.,서울 | 국가무형문화재전수교육관
2019 환경미술제 21세기 토테미즘,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1568598410817.jpg,"
전시소개


무등현대미술관 제 7회 환경미술제

21세기 토테미즘 21st-TORTEMISM

2019.09.10.(TUE)- 10.31.(THU)


무등현대미술관은 제7회 환경미술제를 맞이하여 21세기 토테미즘을 주제로 선정하였다. 이번 환경미술제는 원시 공동사회의 ‘토테미즘’을 통해 환경문제에 접근하여 동식물, 자연물의 공통 기원에 대해 알아보고 현대적으로 풀어냄으로써 원시의 ‘토테미즘’에서 배우는 자연에 대한 이해와 공감, 생명이 만들어 내는 경이로운 변화를 체험하며 자연의 다양한 표정과 분위기를 담아낸 전시를 통해 인간과 자연, 문화와 예술의 관계를 이해하고 소통과 교감의 자리를 마련한다.
   

해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 9. 10.~2019. 10. 31.,광주 | 무등현대미술관
감성사진관: 잃어버린 꿈을 찾아서,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1552867975837.gif,"
전시소개


삶은 꿈일까?

매일 밤, 당신이 원하는 꿈을 꿀 수 있다면 어떤 꿈을 꾸시겠습니까?
감성사진관 안에서, 당신은 삶의 꿈을 꾸고 있습니다. 그것은 무한하고 다양하게 선택할 수 있는, 당신의 모든 것입니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 2. 14.~2019. 10. 31.,서울 | 본다빈치뮤지엄 능동점
"누보로망, 삼국지: 잃어버린 나를 찾아서",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1552868452889.gif,"
전시소개


누보로망은 기존의 전통적 소설 개념을 넘어선 새로운 소설의 양식을 추구하는 재해석의 형식으로 여러 기존 문학희 전통적 규범과 장치요소들을 무시하고, 시간의 역전과 시점의 변화를 갖는 이야기를 의미한다.


관람 포인트

1. 삼국지 속의 인물을 통해 일상의 나와 마주하다
유비, 조조, 제갈량 등 캐릭터 아이덴티티와 스토리텔링을 통해 영웅들의 삶의 지혜를 나의 삶에 적용. 다양한 관점과 깊이 있는 시선으로 나의 길을 찾아가는 전시. 

2. 지루한 삼국지는 없다. 
팝아트, 미디어아트의 옷을 입고 재탄생하는 감각적인 삼국지 전시.
흥미+신선함+감동을 더하다.

3. 감각적 미디어아트
벽체, 천장, 바닥 전체를 아우르는 이머시브한 공간 연출과 인터렉티브 체험을 통해 감각적인 경험을 얻을 수 있는 체감형 전시.

4. 작가들과의 콜라보레이션
국내 정석호 작가와 콜라보레이션 + 중국 무후사 박물관 참여 및 고증
삼국지의 매력적인 이야기들을 감각적인 색채의 팝아트로 재해석
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 2. 14.~2019. 10. 30.,서울 | 본다빈치뮤지엄 능동점
[광주대학교 주얼리디자인학과 2019 졸업작품전] I LIKE IT,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1571881486909.jpg,"
전시소개

한국공예디자인문화진흥원 대관전시/ 광주대학교 주얼리디자인학과

갤러리 제1전시장
10.23(수) ~ 10.29(화)


 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 10. 23.~2019. 10. 29.,서울 | KCDF갤러리
바우하우스 100주년 기념 컬렉션 전시 <바우하우스를 읽다>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1570169591706.jpg,"
전시소개
KCDF 아카이브 센터에서는 바우하우스 100주년 기념을 맞아 <바우하우스를 읽다> 프로그램을 운영합니다.

KCDF갤러리 지하1층에서는 주한독일문화원의 협력으로 10월 1일부터 10월 29일까지 프랑크푸르트 도서전에 의해 편성된 바우하우스 100주년 기념 컬렉션 ‘100 yeas of Bauhaus- a century of inspiration for art, design and architecture’가 전시됩니다. 
「Bauhaus Journal 1926-1931」, 「Bauhaus women: mistresses of art, craft and design」 등 국내에 번역되거나 소개되지 않았던 바우하우스에 관한 도서 36권을 통하여 바우하우스의 역사와 성과, 후대에 미친 바우하우스의 영향력과 조명되지 않았던 바우하우스의 여성 예술가들에 대해 살펴볼 수 있습니다. 


또한 전시 기간 동안 매주 수요일과 토요일에는 오후 2시 KCDF갤러리 지하1층 커뮤니티홀에서 바우하우스의 교사였던 Oskar Schlemmer의 추상무용을 통해 공간개념과 시각 예술의 관계를 탐색할 수 있는 영상 「Edition Bauhaus: Stage and dance」 이 상영됩니다. 

 
10월 26일 오후 2시에는 「여성들, 바우하우스로부터: 축소되고 가려진 또 하나의 이야기」 의 저자 안영주 교수의 ‘작가와의 만남’ 프로그램을 통해 축소되고 조명되지 않았던 바우하우스의  새로운 관점을 고찰해보는 시간을 가집니다.
  
공예와 디자인에 관심있는 분들의 많은 참여 부탁드립니다.

해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 10. 1.~2019. 10. 29.,서울 | KCDF 아카이브 센터
일상 속 나의 시선 : 흑백에서 색을 찾기까지,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1571362850412.jpg,"
전시소개
흑백에서 색을 찾기까지

평범하게 직장을 다니고 사진 촬영 취미를 가진 저는 살면서 한번쯤은 제가 찍었던 사진을 다양한 사람들과 공유하고 싶었고 좋은 경험일것 같아 이런 자리를 마련하게 되었습니다.

경험과 실력이 부족하지만 1번째 개인 전시회를 진행하게 되어서 많이 긴장됩니다.

퇴근후 또는 휴일 저는 항상 일상 속 봐왔던 풍경에 지쳐 힐링을 위해 다른곳으로 여행을 가기도 합니다.

시간적 여유가 없어 꿈도 꾸기 힘들때는 저는 여행대신 지금 일상 속 풍경 및 피사체를 저의 카메라에 담았고 그 풍경을 모두와 같이 보고 싶어서 사진을 액자에 담아 보았습니다.

사진을 찍으면서 흔하게 볼 수 있고 가끔 보고도 지나치는 피사체들도 많아서 언제나 새로운 경험이였습니다.

사진 속 피사체들이 각각 다르지만 여러분들에게 제가 찍어본 일상을 공유하고 기억에 남는 그런 순간이 되었으면 좋겠습니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 10. 25.~2019. 10. 27.,서울 | 어반플루토
Young & Young Artist Project 4기 3rd,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1568941241755.jpg,"
전시소개

국내 신진작가를 발굴하고 지원하고자 기획된 Young&Young Artist Project는 미술관내 공용 공간을 활용해 신진 작가 작품을 선보이는 프로젝트로 2012년 1기수로 시작했다. 2년 단위로 기수가 나눠지며, 2018년 9월부터 2020년까지 신진작가 14명의 작품을 각 주제별 4개 그룹으로 구성해 진행하게 된다. 이번 전시는 4기 3번째 전시로 2019년 7월 6일부터 10월 27일 까지 개최된다. 신진 작 가 3인의 숨겨진 작품 세계를 미술관의 여러 전시와 함께 공유·공감할 수 있는 계기가 되길 기대한다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 7. 6.~2019. 10. 27.,경기 | 영은미술관
나나랜드,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1568857911333.jpg,"
전시소개


*참여작가 : 양은혜

*전시내용 : 회화, 드로잉, 설치, 웹툰, 영상 등 다양한 매체를 이용하여 동시대를 살아가는 오늘의 젊은이들의 삶을 솔직함과 해학을 담아 보여준다. 삶을 통해 느끼는 소소하고 재미있는 감정들을 어렵고 진지한 설명이 아닌, 해학 가득한 유머를 통해 표현하여 함께 즐기고 소통하며 즐거운 소풍을 온 기분으로 전시를 즐겨보길 바란다.
*체험 프로그램 
: 저의 이야기를 들어보세요! - 색으로 아이들의 생각 알아보기(컬러링/ 주말 상시 참여)
: 숲 속에서 인생샷 찰칵! - 포토존(상시)


해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 9. 20.~2019. 10. 27.,인천 | 정서진 아트큐브
아시아의 표해록(漂海錄): 바다 건너 만난 이웃,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1567758037721.jpg,"
전시소개

아시아에서 예로부터 바다(海)는 풍요로운 삶의 터전, 순환과 공생의 생태계, 혹은 가공할 만한 자연의 힘을 상징했습니다. 표해록(漂海錄)은 이와 같은 전통적인 아시아의 해양관(海洋觀)은 물론, 구사일생의 표류와 생환, 이국의 풍속과 문물까지 담겨 있는 일종의 해양 견문록입니다. 이러한 표해록은 오늘날 상상력과 박진감이 넘치는 문화 콘텐츠로도 각광받고 있습니다.
 
선박제조술과 항해술이 발달하지 않았던 과거, 바다 한 가운데에서 예기치 않게 태풍과 풍랑을 만나 좌초되거나 표류하는 일이 종종 있었습니다. 15세기부터 19세기까지의 동아시아 표해록은 아시아 각국이 풍랑을 헤치고 이어왔던 다양한 교류의 역사와 실상을 보여줍니다.
 
특히, 아시아 각지의 현지조사를 통해 발굴한 중국의 『해남잡저』를 비롯, 일본의 『조선표류일기』와 『청국표류도』, 베트남의 『일본견문록』 등 해외 자료 대다수가 한국에 첫 선을 보이는 자료입니다. 동시에 문헌에 수록된 아름다운 그림도 같이 전시하여 근대 동아시아의 풍경을 다양하게 소개하고자 하였습니다.
 
돌발적인 사건과 드라마가 가득한 표해의 문화 콘텐츠로서의 잠재력은 상당합니다. ‘표류의 발생-바다에서의 위기-표착-이국 생활과 송환 여정-귀국’이라는 서사 구조는 사람들의 상상력과 호기심을 자극합니다. 《아시아의 표해록》 테마전에서는 우리에게 잘 알려진 《로빈슨 크루소》, 《15소년 표류기》는 물론, 문순득의 아시아 표류 경험을 소재로 한 극단 갯돌의 <홍어장수 문순득 표류기> 공연 영상이나 영화 <캐스트 어웨이> 등 표해를 소재로 한 문학작품, 영화, 만화, 공연을 같이 소개함으로써 다양한 장르의 즐길 거리를 제공하고자합니다.
 
또한, 《아시아의 표해록》 테마전에서 국립아시아문화전당은 더불어 사는 삶의 가치를 확산시키는 공공 문화예술 기관으로서의 책무를 다하고자 개관 이후 최초로 시각 장애인을 위한 점자 리플릿을 제작, 배포합니다. 청각 장애인을 위한 수화 전시 해설 서비스 역시 운영될 예정입니다. 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 7. 9.~2019. 10. 27.,광주 | 국립아시아문화전당 문화정보원 라이브러리파크
"로마 이전, 에트루리아",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1560990684859.jpg,"
전시소개
지중해의 가려진 보물, 에트루리아 문명을 국내에 처음 소개합니다!
그리스와 로마 문명을 이어주는 에트루리아 문명을 조명하여 서양에서 문명과 문화의 흐름이 어떻게 이루어지는지 만나보시기 바랍니다.


그리스와 로마를 이어주는 신비로운 세계, 에트루리아 문명. 에트루리아인은 고대 이탈리아 반도 중북부 지역에 살던 사람들을 가리킵니다. 에트루리아(Etruria)는 그리스와 함께 문화적으로 로마에 많은 영향을 끼쳤지만, 아직도 비밀이 많은 베일에 싸인 문명입니다.


에트루리아 사람들은 충만한 삶을 누리며, 자유롭고 즐겁게 가슴으로 숨을 쉽니다.  심지어 무덤까지도 그렇습니다.  그것이 진정한 에트루리아의 가치입니다. 편안함과 자유스러움, 그리고 풍요로운 삶, 마음과 영혼을 어느 방향으로도 강요할 필요가 없습니다. 에트루리아인에게 죽음은 보석과 와인, 음악이 춤추는 즐거운 삶의 연속이었습니다.  

에트루리아는 종교나 제사, 건축, 스포츠 등 다양한 방면에서 로마에 커다란 영향을 미쳤습니다. 그리스 문명에서 로마 문명으로 변화하는 전환기에, 자신들만의 독자적인 매력적인 문화를 만들었던 에트루리아 사람들의 진면목을 한국에서 처음으로 만나보기를 바랍니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 7. 9.~2019. 10. 27.,서울 | 국립중앙박물관
전이수특별초대전_마음이 처음 만들어졌을 때부터,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1569976451476.jpg,"
전시소개

TV 프로그램 SBS 영재발굴단을 통해 그림영재 혹은 천재화가로 대중에게 이름을 알린 열두 살의 어린 예술가 전이수.
가족과 자연 그리고 사랑을 담아 동화책 4권, 수필집 1권을 썼다. 그는 주로 자신의 곁을 지키는 존재의 소중함에 대해 표현하고 있다.
상처받은 존재를 위로하는 힘이 있는 작가 전이수의 글과 그림을 ""마음이 처음 만들어졌을 때부터""에서 만날 수 있다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 10. 5.~2019. 10. 26.,울산 | 중구문화의전당
"링, 동그라미를 가리키고 사각을 뜻하는",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1567127826053.gif,"
전시소개

전시설명

글: 정희영(기획자)
 
“링, 동그라미를 가리키는 말이지만 복서에게는 사각을 뜻한다.”
김소연 시인, 『한 글자 사전』
 
*

 동그라미를 동그라미인 동시에 사각인 것으로 사고의 흐름을 옮겨갈 수 있을까. 링처럼 말이다. 전시는 폭력을 다룬다. 전시제목 《링, 동그라미를 가리키고 사각을 뜻하는》은 김소연 시인의 글에서 따왔다. 동그라미와 사각이란 시각 기호를 활용한 문장인데다가, 단어 ‘링’은 일상의 동그라미를 폭력의 장(사각의 링)으로 의미를 치환한다.
 저마다 자기만의 고유한 삶이 있다고 할 때, 반응하거나 이입하게 되는 폭력이 다를 것이다. 전시는 이 자연스러운 반응에 주목한다. 개인의 일상을 소멸시킨 국가적 억압이나 불의, 사회적 재난이나 참사를 특정지어 살피기보다, 일상에서 작가가 폭력에 다가서게 되는 순간을 조망한다. 그렇기에 작가가 천착해 온 주제와 관련이 없이, 폭력의 모양을 다각적으로 드러낸 작가의 작업을 한 자리에 모았다.
 전시에 있어 기획자가 천착한 물음은 다음과 같다. 작가가 폭력에 반응하는 조건은 무엇인가. 그 결과물로써 작업은 폭력을 어떤 양태로 드러내는가. 예술은, 작업과 전시는, 삶의 변곡점을 제시하는 매개체로서 어떻게 작동하는가. 김무영, 김지영, 이우성, 이의록 작가는 폭력에 있어 각자가 다른 열망을 소유한 작가들로, 서로 다른 위치와 시간 속에 폭력을 다룬다. 각각의 작업은 시간의 흐름에 따라 불규칙적으로 변화하는 작가의 태도나 이데올로기를 제시한다. 기획자는 드로잉, 회화, 영상, 사진, 설치 등 다양한 이미지나 오브제를 조합하고 재배치하며 이 물음에 답한다. 이를 위해, 작업을 이정표처럼 배치하여 네 작가의 작업을 전시장에서 한 번씩 꼭 마주하도록 배열하였다. 전시공간은 작가가 폭력과의 거리를 변주해가며 폭력의 양태를 점차 섬세히 재현하는 과정을 나타낸다. 삶에 침잠해 있는 폭력, 거세게 솟아오르는 폭력(1층)에서부터 너무 익숙해서 인지하고 있지 못한 폭력(B1층)에 이르기까지, 전시는 작가가 이미지로 폭력의 양태를 구축해가는 과정(2층)을 제시할 것이다.
 
**

 다시, 폭력이다. 이론적으로든 경험적으로든 나는 폭력의 표면에서 겉도는 자에 지나지 않을 것이다. 그 시선에 사로잡혀 폭력에 침묵하는 일은 가장 쉬운 일이란 사실도 나는 알고 있다. 그러나 예술은 그 익숙한 관성으로부터 벗어나고 싶은 욕망을 움트게 만든다.
 우리는 반복한 만큼 알고 있다. 역사는 진보하지 않는다. 흐르는 시간은 무엇 하나 해결해주지 않을 것이다. 사람들은 폭력에 예민한 자와 둔감한 자가 있다고 생각하지만, 그렇지 않다. 폭력을 경험하고서도 그것을 폭력으로 인지하지 못하는 사람과 자각했기에 견딜 수 없는 사람이 있는 것이다.
 시간의 흐름 속에 자신을 내맡긴 인간이 스스로 나아지기 어려울 때, 예술은 우리를 더 나은 사람이 되게 한다. 예술은 일상에서의 폭력을 폭력으로 감각하게 하고, 머뭇거림이란 불길한 징조로부터 벗어나게 만든다. 물론, 원이 한순간에 사각으로 보이진 않는다. 동그라미를 링이라 설명하는 일조차 쉽지 않은 일이다. 가끔 구조적 관점에서 폭력을 인지하는 날엔 불능, 좌절, 무능, 무기력감에 시달릴 것이다.
 그럼에도 불구하고, 작가는 작업을 통해 ‘동그라미를 가리키고 사각을 뜻하는’ 순간을 전하길 시도한다. 그들은 이 여정을 포기할 수 없어 보인다. 그러니 기획자는 작품 곁에서 예술이 발생하려는 경향을 지탱하려 노력할 수밖에.
  물론, 그 관계가 작가와 기획자일지라도, 연대는, 그 낱말이 품은 가능성만큼 현실이 아름답긴 어려운 말이다. 진은영 시인이 첫 시집 표지에 쓴 문장을 떠올리며, 연대를 웅얼거린다. “친구, 정말 끝까지 가보자. 우리가 비록 서로를 의심하고 때로는 죽음에 이르도록 증오할지라도.” 우리는 포기할 수 없는 여정이 있는 자들이므로, 적어도 첫 문장은 지킬 수 있을 것이다. 함께, 정말 끝까지 가보자.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 8. 23.~2019. 10. 26.,서울 | 인사미술공간
전화연 개인전  A R C H E T Y P,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1571792438008.jpg,"
전시소개

전화연 개인전  A R C H E T Y P  
 1. 원형, 전형 
 2. 가장 오래된 필사본(인쇄본), 예술품이나 문헌의 원본 
 3. (C.G.Jung 의 심리학에서 인격의 기초를 형성하는) 원형 
- 민중서림 엣센스 독한사전 

 전시일정 

 ■2019.10.22.화 Tue 1pm ~ 6pm 
 (1pm ~ 2pm Painting MUSIC Screening) 

 ■2019.10.23.수 Wed 9am ~ 6pm 
 (1pm ~ 2pm ArtBook MUSIC Screening) 

 ■2019.10.24.목 Thu  9am ~ 1pm
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 10. 22.~2019. 10. 24.,서울 | 밤부컬렉션
2019 색색인화展,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1571620015213.jpg,"
전시소개

한국공예디자인문화진흥원 대관전시
원광디지털대학교 학국복식과학학과 졸업작품 전시회
<2019 색색인화展>

해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 10. 16.~2019. 10. 22.,서울 | KCDF갤러리
제 3회 지평 한기석 개인전 : 형식,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1571200637250.jpg,"
전시소개
조선 왕실 사옹원 분원 관요 5대 후손 지평도예 한기석 장인은 2019년 10월 16일부터 23일까지 서울특별시 종로구 인사동에 위치한 한국공예디자인문화진흥원에서 제3회 한기석 백자 항아리전 : 형식을 개최한다. 
 
 회사후소(繪事後素) : 먼저 바른 바탕을 갖춘 뒤에 꾸밈을 더해야 한다.’논어(論語)』, 券三 八佾에 나오는 말이다. 성리학을 국가이념으로 삼았던 조선시대 사대부들은 백자항아리 또한, 공자의 가르침을 실현하기 위한 이상적인 기물로 생각했다. 청화백자의 화려함 아래 감춰진 순백의 자태가 조선인들이 꿈꾼 이상적인 도자기였다. 
 
 地坪 한기석은 지난 35년간 백자 형태에서 나오는 완전성을 목표로 조선백자를 제작하는 장인(匠人)이다. 조선백자라는 고전을 탐구해 온 작가는 2008년부터 눈에 띄는 장식요소를 배제하고 재료의 특성을 살리는 표현요소에 주목하기 시작했다. 장인이 제작한 달 항아리, 준호, 태항아리 등은 조선 순백자를 대표하는 기종들로 조선인들이 백자에 투영하고자 했던‘바른 바탕’이 담겨 있다. 여기서 바탕이란 도자제작을 위한 기본이라고 해석 할 수 있다. 
 
 3번째 한기석의 개인전, 백자 항아리전은‘형식’이라는 주제로 바탕에 충실한 37점의 백자 항아리를 선보인다. 조선백자의 형태, 문양, 재료, 질감 등을 연구한 장인의 백자는 전통에 기반 한 제작자로 기능과 쓰임에 집중한 공예의 시대적 가능성을 보여준다. 대를 이어오며 집적된 바탕, 그리고 기본에 대한 생각과 거기서 배어나온 꾸밈을 만날 수 있는 전시다. 
 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 10. 16.~2019. 10. 22.,서울 | KCDF갤러리
