,exhibition_name,poster_link,exhibition_description,exhibition_period,exhibition_place
61,라이프 사진전,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37595&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


세종문화회관 미술관에서 열리는 라이프 사진전은 20세기 최고의 사진잡지 '라이프' 지의 중요한 사진들만 모아놓은 전시이다. 1000만 장의 사진 자료를 가지고 있는 '라이프'지에서 시대의 변화속에서도 가치가 바래지 않은 20세기를 담은 작품들을 엄선해 이번 전시에서 100장을 소개한다. 우리의 삶과 가까운 일상들을 포착한 사진들을 보여주며 앨프리드 아이젠스타트, 로버트 카파 등 유명 사진가 8명을 다루는 빈티지 잡지도 만나 볼 수 있다. ",2021.05.11 ~ 2021.09.12,"03172  서울 종로구 세종대로 175 (세종로, 세종문화회관)"
62,앤디 워홀: 비기닝 서울,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37376&fileTy=POSTTHUMB&fileNo=3&thumbTy=M,"


팝아트의 황제 앤디워홀의 대규모 회고전 <앤디 워홀: 비기닝 서울(ANDY WARHOL : BEGINNING SEOUL)>전이 ‘더 현대 서울’에서 열렸다. 국내에서 그동안 수 차례의 앤디워홀 전시가 있었지만 이번 전시는 이탈리아의 주요 미술관 투어를 마치고 국내에서 최초로 개최하는 대규모 투어 전시이다. 앤디워홀의 사후 35년이 지난 지금까지도 우리 주변에 다양한 형태로 남아있는 팝아트의 거장을 새로이 만나볼 기회가 될 것이다.전시는 대중미술의 아이콘인 앤디 워홀을 대표하는 마릴린 먼로, 꽃 등 시그니처 판화작품은 물론이고, 쉽게 볼 수 없었던 그의 드로잉 작품을 포함한 153점을 공개한다. 또한 예술을 향한 워홀의 다양한 관심사를 보여줄 수 있는 개인 소장품도 전시되어 있어 앤디 워홀의 정취를 한껏 느껴볼 수 있다.이탈리아의 주요 미술관 투어를 성황리에 마친 후 처음으로 한국을 찾는 이번 전시는 무기력한 일상에 앤디 워홀 특유의 강렬함으로 관람객에게 신선한 자극을 줄 것이다.",2021.02.26 ~ 2021.06.27,07335  서울 영등포구 여의대로 108 (파크원)
63,Artist Prologue 2021,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37380&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


 아트센터 예술의 시간에서 열리는  <Artist Prologue 2021>는 2020년 공모를 통해 선정된 올해의 주목할 만한 청년작가 5인을 소개하는 전시회이다. 35세 미만 청년작가인 강석형, 김원진, 김인혜, 이하은, 최영민 작가의 열정적인 작품세계를 볼 수 있으며 청년 작가들의 시선으로 풀어진 신선한 작품들을 볼 수 있다.  ",2021.04.22 ~ 2021.06.26,08587  서울 금천구 범안로9길 23 (독산동)
64,"불혹, 미혹하다 4th The Forties: Alluring Moments",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37379&fileTy=POSTTHUMB&fileNo=4&thumbTy=M,"


‘불혹, 미혹하다’ 는 40대 작가들의 특색 있는 작품들을 볼 수 있는 갤러리조은의 특별한 기획전시이다. ‘세상일에 정신을 빼앗겨 갈팡질팡하거나 판단을 흐리는 일이 없게 되는 나이’라고 알려진 불혹은 40세를 이르는 말이며 국내외에서 활동 중인 40대 작가들의 작품세계를 볼 수 있다. 마이코 고바야시, 김진, 우국원, 장광범, 정성준 작가의 30여 점의 작품들을 만나볼 수 있다. 작품성과 예술성, 대중성을 두루 갖춘 작품들을 보며 작품 속에서 펼쳐지는 열정과 생기를 온전히 느낄 수 있는 전시회이다.전시장 방문이 어려운 고객들을 위해 ARTSY, 카카오톡 채널, 홈페이지 및 인스타그램 등 다양한 플랫폼을 통해서 온라인으로 볼 수 있는 환경을 제공하고 있으며 전시 작품과 관련한 자세한 사항은 네이버 톡톡, 카카오톡 채널, 인스타그램 DM 등 다양한 채널을 통해 문의가 가능하다. ‘불혹, 미혹하다 4th’ 전시는 예약제로 진행되며, 네이버 전시예약을 통해 예약이 가능하다.",2021.04.22 ~ 2021.05.28,"04348  서울 용산구 이태원로55가길 3 (한남동, 골든너겟)  빌딩 1층 갤러리 조은"
65,시간의 피부,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37377&fileTy=POSTTHUMB&fileNo=3&thumbTy=M,"


<시간의 피부, Layered Time>는 최근 몇 년 동안 일어난 전무후무한 사회적, 정치적 격변의 상황, 즉 남북의 정치적 상황이나 코로나 펜데믹으로 국가 간의 이동이 막힌 초현실적인 경험을 주제로 한다. 이 전시는 인간의 삶이 감염병 앞에서 무기력할 수밖에 없었던 처참한 현실, 초현실적인 현실을 마주한 작가의 또 다른 일상의 풍경을 담고 있다. 전시는 크게 <The Time>, < 어떤 경계>, <생.장.>, <아주 오랜 기다림 II> 연작으로 풍경, 인물, 정물 등 다양한 소재로 구성되었으며, 사비나미술관 2-3층으로 나누어 전시된다.시간 속에서 전개되는 소소한 사건, 존재하는 순간적이고 찰나적인 현상을 포착하여 시공간을 압축한 듯한 형태로 한 화면에 담아낸 작가의 작품을 만나 볼 수 있다.",2021.02.24 ~ 2021.05.23,03310  서울 은평구 진관1로 93 (진관동)
66,기후위기 오다,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37199&fileTy=POSTTHUMB&fileNo=3&thumbTy=M,"


국내 최초 에너지 자립형 친환경 공공건물인 서울에너지드림센터에서 열리는 기획 전시이다. 기후 위기로 인해 삶을 위협받는 사람들과 서식지가 파괴된 멸종 위기 동식물에 대한 생생한 이야기를 들려주며 기후 위기의 경각심을 높여주는 전시회이다. 전시회 내부에 있는 갤러리 체험 공간에서는 플립북 만들기, 기후 위기 캠페인 피켓 만들기와 같은 기후 위기와 관련되어 직접 참여할 수 있는 체험 프로그램이 운영되고 있다.",2021.04.06 ~ 2021.06.03,"03901  서울 마포구 증산로 14 (상암동, 에너지 제로 하우스)"
67,여행갈까요,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37375&fileTy=POSTTHUMB&fileNo=4&thumbTy=M,"


뚝섬 미술관에서 진행되고 있는 ‘여행’과 ‘환경’을 주제로 한 전시회이다. 여행을 갈 수 없는 현 상황에 맞춰 답답하고 지치는 현실에 있는 사람들에게 여행에 대한 갈증을 해소해 주는 전시이다. ‘여행’이라는 테마가 디테일하게 전시회 곳곳에 녹아있으며 공항에 온 듯한 느낌부터, 비행기를 타고 떠나는 듯한 설정까지  현실감이 더해져 주제에 더욱 몰입 할 수 있는 곳이다. 관람관마다 여행지와 관련된 작품들이 전시되어 있고 다양한 영상들과 실감 나는 소품들로 여행에 대한 그리움을 해소시킨다. 또한 최근 악화된 환경 문제들로 아름다운 여행지들이 사라지고 있는 현실을 보여주며 자연이 보존되어야 우리의 여행도 보존될 수 있다는 인식을 심어준다.",2021.03.05 ~ 2021.09.26,"04789  서울 성동구 아차산로 33 (성수동1가, 삼일빌딩)"
68,팀랩:라이프,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=36958&fileTy=POSTTHUMB&fileNo=4&thumbTy=M,"


​라이프展은 DDP의 복합문화공간의 특징을 최대한 활용해 압도적이고 몰입감 넘치는 예술 작품들로 생명의 아름다움을 구현하고자 한다. 자연이 주는 축복과 위협도, 또 문명이 가져오는 혜택과 위기도, 모든 것은 끊임없이 연결되어 있다. 어딘가에 절대적인 악의가 있는 것이 아니지만 그저 순응하기에는 지나치게 가혹하기도 하다. 이러한 관계나 감정은 간단히 이해되거나 정의될 수 없다. 하지만 어떠한 상황에 놓여도 우리는 반드시 살아갈 것이다. 생명은 아름답다. 아트 컬렉티브 teamLab(팀랩)은 2001년 활동을 시작하여 집단적 창조활동을 통해 예술과 과학기술의 교차점을 모색하는 학제적 그룹이다. 아티스트, 프로그래머, 엔지니어, CG 애니메이터, 수학자, 건축가, 디자이너 등 다양한 분야의 전문가들로 구성되어 있다. 팀랩은 예술을 통해 인간과 자연 그리고 세계와의 새로운 관계를 모색하고자 한다. 사람들은 자신을 둘러싼 세계를 세상과 분리하고 경계를 지으며 각각의 독립된 개체로 인식하며 거리를 둔다. 팀랩은 우리가 인식하는 그 세계, 자신과 세상 사이에 그어진 경계, 시간의 연속성에 대한 인식을 뛰어넘는 법을 모색하며, 기나긴 시간의 경계 없는 생명의 연속선상에 가까스로, 그리고 기적적으로 존재하고 있다.",2020.09.25 ~ 2021.08.22,04566  서울 중구 을지로 281 (을지로7가)  동대문디자인플라자 배움터(M1) B2 디자인전시관
69,맥 : 혼과 물질 그리고 소리,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=36938&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


시대에서 우리 고전의 미적 본질을 계승할 뿐 아니라 확장적인 방식의 작업을 통해 동시대성을 획득한 회화, 오브제, 음악 영역의 3명의 거장(석철주, 권대섭, 임동창)들을 조명하는 전시다.  서구의 문화적 이데올로기 바탕 아래 형성된 미적 구조 안에 갇혀있는 시대에서 침투되지 않은 <우리의 본질은 무엇인가 ?>란 화두를 던지고 싶었다. 갤러리 구조는 현시대에서 우리 고전의 미적 본질을 계승할 뿐 아니라 확장적인 방식의 작업을 통해 동시대성을 획득한 회화, 오브제, 음악 영역의 3명의 거장들을 조명하고자 이 전시를 기획하였다. [작가 소개]- 석철주 : 한국화의 동시대적 재현을 화두로 삼고 새로운 기법과 주제를 실험하고 확장시키며 독보적인 영역을 구축하고 있는 작가 -권대섭 : 조선백자의 전통을 잇고 자신만의 현대적 조형세계를 만들어 도예를 순수미술의 경지로 올린 작가 -임동창 : 동양과 서양, 고전과 현대음악의 경계를 허물며 방대한 스펙트럼의 독자적 음악세계를 구축한 음악가",2021.01.21 ~ 2021.03.21,"04784  서울 성동구 뚝섬로 419 (성수동2가, The GROUND)  4층"
70,2021 CRE8TIVE REPORT,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=36917&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


 OCI미술관은 창작스튜디오 입주작가 결과 보고전 ≪2021 CRE8TIVE REPORT≫를 개최한다. GR1, 김민호, 김정은, 손승범, 이호억, 전주연, 정철규, 천창환은 공개모집과 엄정한 심사를 통해 선발된 인원으로, 2020년 4월부터 인천광역시 학익동 소재 창작 스튜디오에 1년간 입주해 작품 활동에 주력해왔다. 그들의 1년을 종합한 이번 전시에서 미공개 신작 60여 점을 확인할 수 있다.OCI미술관 창작스튜디오는 창작 공간 지원 외에도 다양한 프로그램을 운영한다. 서로의 작업을 심도 있게 논의하는 자리 ‘입주작가 워크숍’, 입주작가와 평론가가 만나 더 나은 작품 세계를 지향해보는 ‘평론가 매칭 프로그램’, 현업 선배 작가를 초대해 작가로서의 조언을 구하고 작업 방향에 대한 이야기를 나누는 ‘비지팅 아티스트’, 시기적 변화에 맞춰 온라인으로 작업 공간을 대중에 공개한 ‘버츄얼오픈 스튜디오’등 다양한 행사와 프로그램을 마련, 다양한 창작활동과 작가 교류를 돕고 있다.코로나19로 인해 침체된 미술계 분위기 속, 입주작가들은 한마음 한뜻으로 뭉쳐 이번 전시를 준비했다. 여덟 작가의 참신한 발상과 섬세한 감각이 돋보이는 ≪2021 CRE8TIVE REPORT≫ 展 이 작가들의 작업세계를 보다 깊게 이해하는 통로의 역할이 되길 희망한다.",2021.01.21 ~ 2021.03.20,"03144  서울 종로구 우정국로 45-14 (수송동, OCI미술관)  1, 2, 3층"
71,"Hullo Hullo, Following on: 로즈 와일리展",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=36913&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


영국을 넘어 전 세계를 사로잡은 86세 할머니 화가, 로즈 와일리의 세계 최초 대규모 개인전이 2020년 12월 4일부터 2021년 3월 28일까지 열린다. 75세에 신진작가로 선정, 86세 슈퍼스타 작가로 등극, 현재 세계 3대 갤러리 '데이비드 즈워너' 전속 작가, 전 세계 컬렉터의 러브콜을 받고 있는 아트계 거장, 로즈와일리가 한국을 찾았다.※ 코로나19로 인한 거리 두기 지침을 준수합니다. 마스크 착용, QR 체크인, 발열 체크, 거리 두기 관람 필수  ",2020.12.04 ~ 2021.03.28,"06757  서울 서초구 남부순환로 2406 (서초동, 예술의전당)  한가람미술관 1층"
72,2021 딜라이트서울,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=36881&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


'서울을 테마로 한 최초의 실감형 미디어 아트 전시 <2021 딜라이트 서울(2021 Delight Seoul)>을 10월 25일까지 인사센트럴뮤지엄에서 만날 수 있다. 전시를 기획한 디자인실버피쉬는 해외에서 인정받은 미디어 전시 기획력과 기술력을 바탕으로 K컬처의 중심인 서울의 다이내믹한 변화를 주제로 삼아 실감형 콘텐츠로 제시한다. 이번 전시는 순수한 한국의 미디어 전시로 서울을 중심으로 활동 중인 다양한 분야의 아티스트가 참여해 서울의 문화와 일상이 담긴 이미지들을 여러 가지 미디어를 활용해 공감각적으로 재구성했다. 서울의 잠재력을 품은 서울의 모습을 시작으로 전통힙을 느낄 수 있는 환영, 한국인의 소울을 응집한 한글과 우리의 일상이 가진 힘을 다시금 느낄 수 있는 거리, 은유 등 총 11개 테마로 구성되어 있다. 친숙함을 낯설게 재구성한 공간에서 익숙함 속의 새로움을 발견할 수 있다. 또한 테마별로 바코드를 통한 비대면 인터랙티브 체험을 통해 청각, 미각, 공감각을 자극하고 과거와 미래를 넘나드는 경험으로 인문학적 상상력을 실현한다. ",2020.12.18 ~ 2021.10.25,03145  서울 종로구 인사동길 49 (관훈동)  안녕인사동 지하1층 인사센트럴뮤지엄
73,두산아트랩 2021,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=36854&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


 두산갤러리 서울에서는 2021년 첫 번째 전시로 《두산아트랩 전시 2021》을 2021년 1월 13일(수)부터 2월 20일(토)까지 개최한다. ‘두산아트랩’은 두산아트센터가 미술과 공연 분야의 신진 작가를 발굴하고 지원하기 위해 2010년부터 진행해 온 프로그램이다. 미술 분야의 두산아트랩은 올해부터 개최 시기를 격년제에서 매년 열리는 전시로 변경하였고, 공모를 통해 만 35세 이하의 작가 다섯 명을 선정하였다. 이번 《두산아트랩 전시 2021》에 선정된 작가는 김세은, 박정혜, 오연진, 오희원, 이준아로 회화 및 사진, 설치 등 다양한 작품을 선보인다. ‘두산아트랩’ 공모는 특정 매체나 주제를 가지고 작가를 선정한 것이 아닌, 작업세계를 주목할 만하고 지속적으로 바라볼 만한 가치가 있다고 판단한 작가를 개별적으로 선정한 것이다. 올해의 경우 최종 선정된 다섯 명의 작가는 모두 여성이었으며, 회화나 사진, 프린트와 같은 평면을 자신의 주요한 매체로 다루고 있다는 공통점을 지니고 있었다.  전시는 작가들 사이의 공통점과 개별성을 발견하고 유추할 수 있도록 구성하였다. 이번 《두산아트랩 전시 2021》를 통해 동세대를 공유하는 신진 작가들의 다양하고 흥미로운 태도를 발견할 수 있을 것이다.  ",2021.01.13 ~ 2021.02.20,"03129  서울 종로구 종로33길 15 (연지동, 두산아트센터)  1층"
74,간직해온 마음들,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=36826&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


  라이크디즈에서는 2021년 1월 5일부터 2월 19일까지 유담 작가의 개인전 <간직해온 마음들>을 개최한다. 유담 작가는 디지털 드로잉으로 풍경화를 그리는 국내 일러스트 작가로, 주로 작가가 느낀 감정이나 느껴보고 싶은 감정들을 작품에 담아낸다. 그녀는 실제 본인의 기억과 시선들을 바탕으로 작품을 구상하고, 당시의 감정과 분위기를 입혀 서정적인 작품을 완성시킨다. 작품은 대체적으로 편안하고 안정감을 주는 수평적 구도로 평온하고 고요한 분위기를 형성하며, 몇몇 작품은 하이앵글 구도의 부감법을 사용하여 공간의 확산과 깊이를 강조하기도 한다. 또 하나의 특징은 작품 대부분이 푸른 계열의 색감으로 이루어져 있다는 것인데, 동일 계열의 색상이라도 작품에 담긴 내용이나 계절에 따라 명도와 채도를 적절히 조절하여 채색함으로써 따스함과 차가움, 우울감, 슬픔, 기쁨 등의 다양한 분위기와 감정을 전달한다. 어느 순간의 감정이 담겨 있는 그녀의 작품들로부터 우리는 각자의 경험이나 기억 또는 추억 속 ‘간직해온 마음들’을 떠올리는 시간을 가질 수 있을 것이다. ",2021.01.05 ~ 2021.02.19,"04513  서울 중구 서소문로 116 (서소문동, 유원빌딩)  16층 1601호"
75,Ocragela : 네덜란드의 지속가능한 디자인,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=36811&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


 작가는 오크라겔라를 통해서도 자연에 대한 인간의 태도를 상기시키며, 동시대의 메터리얼로서 지속적인 내일을 위한 하나의 가능성을 보여주고자 한다. ​​붉은 황토, 젤라틴, 글리세린, 물 총 네 가지 재료만을 통해 지속 가능하고 자연 친화적인 신소재를 만들고 그것의 가능성을 알아가는 과정을 보여주고 있다. 붉은 황토에서 다양한 기능과 가능성들을 끌어내어 자연에서 살아남을 수 있었던, 그리고 ‘지혜로운 인간’으로 불렸던 고대 인류에 대한 오마주이기도 한 작업으로 작가는 최소한의 재료를 갖고 즉흥과 계획의 반복을 통해 스스로가 가진 호기심과 창의성을 이끌어 내려고 노력했다. 작가는 수많은 연구 과정을 통해 온도와 비율 그리고 제작 방식의 변화를 통해 두께와 유연성 그리고 색과 텍스처를 조절할 수 있게 되었다. 그렇게 다양한 샘플들을 만든 후, 보다 실질적이고 적용 가능한 매터리얼로 발전시키기 위해 새로운 방법을 제시했다. 젤라틴을 전문적으로 다루는 에스토니아의 한 회사에 컨택한 뒤 그들의 실험실에서 서로의 정보를 공유했고, 그 결과 지금의 오크라겔라로 발전시킬 수 있었다.현 전시에서 작가가 시행착오를 통해 만들어진 다양한 메터리얼 샘플들을 볼 수 있다.",2021.01.04 ~ 2021.03.31,06022  서울 강남구 압구정로32길 30 (신사동)  아이러브아트센터 4층 셀린박겔러리
76,퓰리처상 사진전 앵콜전시,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=36784&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


 <퓰리처상 사진전 앵콜전시>에서는 1942년 수상작부터 2020년 수상작까지 퓰리처상의 사진 부문 수상작품을 만나볼 수 있다. 특히, 지난해 한국 국적 사진기자로 최초로 퓰리처상 사진 부문을 수상한 로이터통신 김경훈 기자의 작품도 전시되어 많은 관객들의 관심을 받았다. 김경훈 기자는 중남미에서 미국으로 향하는 대규모 이민자 행렬인 카라반(Caravan)을 취재하며 미국 국경지대에서 최루탄을 피해 달아나는 온두라스 모녀의 사진을 찍어 큰 반향을 일으켰다. 전시는 130여 점의 수상작과 순간을 포착한 사진기자들의 인터뷰를 바탕으로 구성한 작품의 설명 패널이 함께해 마치 생생한 역사 교과서를 보는 것 같은 경험을 제공한다. 전시장에는 사진가들의 인터뷰 영상도 만나볼 수 있다. 전시는 2021년 2월 28일까지 서초동 예술의전당에서 진행된다.",2020.12.25 ~ 2021.02.28,06757  서울 서초구 남부순환로 2406 (예술의전당)  한가람디자인미술관
77,아침이면 사라지는 밤 동안의 공상들,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=36694&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


  서울 성북동 언덕길에 위치한 이야기를 들려주는 예약제 전시공간 호텔이매지너리(Hotel Imaginary)에서 네 번째 기획 전시 ‘아침이면 사라지는 밤 동안의 공상들(Night-time fancies that disappear in the morning)’이 2020년 11월 20일부터 2021년 2월 28일까지 열린다. 전시기획자이자 안내인은 방문하는 관객에게 소설 『고령가 소년 살인사건』 (A Brighter Summer Day)의 주인공 샤오쓰를 둘러싸고 있는 빛과 어둠에 대해서 이야기를 들려주고, 미술가 황민규 작가의 영상 작품을 매개한다. 본 전시에서는 황민규 작가의 초기 영상작업 <나는 너를 지킨다, 2015>와 근작<야생속으로, 2020>를 만나볼 수 있다. 현실에서 실현될 가능성이 거의 없는 어떤 사물이나 사건의 이미지를 머릿속에서 그리는 일을 뜻하는 공상(fancy, 空想)이라는 단어를 바탕으로 기획된 이 전시는 어둠은 우리의 눈을 가리고 빛은 우리를 눈뜨게 한다는 이분법적 사고에서 벗어나 빛과 어둠이 공존하는 풍경과 그 사이에서 생성되는 빛깔에 대해 이야기한다. 코로나바이러스 확산 방지를 위해 개인별, 일행별로 개별 관람으로 진행되고 관람인원은 4명 이하로 제한된다. ※ 전시는 100% 사전예약제로 운영되며 네이버 예약을 통해 온라인 예매 가능하다. ",2020.11.20 ~ 2021.02.28,02836  서울 성북구 선잠로2가길 10-28 (성북동)
78,한양을 지켜라,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=36600&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


이번 전시는 경상도慶尙道 영산靈山[현재 경남 창녕군 영산면 일대]의 양반이었던 이지건李枝建과 그의 가족들을 통해 삼군영을 조명합니다. 삼군영은 조선 후기 도성 방어 체제 정비 과정에서 형성된 중앙 군영으로, 한양에 상주하며 왕의 호위와 궁궐 수비, 도성 방어와 치안 유지 등에서 핵심적인 역할을 하였습니다. 그들이 남긴 준호구와 교지 등에는 그들이 맡았던 직임뿐 아니라 과거에 합격한 일, 집의 소유 여부 등 어찌 보면 매우 소소한 이야기도 담겨 있습니다. 이번 전시를 통해 생동했던 조선 후기 한양과 그 한 축을 담당했던 군인들의 삶을 바라보기를 기대합니다.",2020.12.04 ~ 2021.03.21,"03177  서울 종로구 새문안로 55 (신문로2가, 서울역사박물관)"
79,ㄱ의 순간,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=36050&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


 11월 12일부터 2021년 2월 28일까지 예술의전당 서예박물관 전관, 한가람미술관 제7전시실에서 열리는 'ㄱ의 순간'에서는 김환기, 백남준, 박수근 등 작고 거장부터, 김창열, 서도호, 이건용, 이우환, 최정화 등 한국 미술계 최전선에 있는 작가 46명이 한글의 기원과 현재, 미래를 재해석한 신작, 희귀작을 선보인다.",2020.11.12 ~ 2021.02.28,
80,"추상을 말해요, 칸딘스키",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=36046&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


 연남동 19.8도 미술관에서 ‘연남동에서 색채심리학과 마주친 Mr.Kandinsky’전시 흥행에 힘입어 11월 14일부터 어린이 전용 프로그램 편성도 추가된 앵콜전인‘추상을 말해요, 칸딘스키’를 진행한다. 홍대입구역 3번 출구로 나와 경의선숲길을 따라가다 보면 칸딘스키의 작품을 비롯한 그의 생애와 세계, 철학까지 엿볼 수 있었다. 왜 신선하고 유익한 전시라는 평이 이어지고 있는지 들여다보면, 화려하고 독특한 구성의 도슨트 그룹을 확인할 수 있다. 뮤지컬 배우부터 교수, 청년 아티스트, 디자이너 등 다양한 분야의 전문인들로 구성된 도슨트들이 각자의 개성을 살려 칸딘스키의 작품을 해설하는데, 작품 해설에만 그치는 것이 아니라 함께 호흡하는 전시를 만들어나간다.  전시 주제로 다루고 있는 작가 칸딘스키는 ‘추상의 아버지’라 불리는 추상회화의 창시자로 러시아 출신 화가이자 판화 제작자이며 예술 이론가이다. 순수한 색과 추상적 형상으로 이뤄진 작품 창조에 몰두했던 그는 피카소, 마티스와 더불어 20세기 주요 예술가 중 하나로 평가되고 있다.  부유한 상인의 아들로 태어나 30살이란 이른 나이에 교수로 초빙될 만큼 스마트한 사람이었던 금수저 엘리트 칸딘스키가 왜 갑자기 화가의 삶을 선택했는지, 말과 푸른색을 사랑하여 창단한 청기사파 이야기와 바우하우스 재직시절 일화들, 그리고 파리에서의 말년까지! 음악과 수다가 더해진 도슨트들의 스토리로 칸딘스키에 접근한다. ",2020.11.14 ~ 2020.12.31,03982  서울 마포구 동교로34길 3 (연남동)  3층
81,"공원의 기록을 발굴하다, 남산공원과 월드컵공원",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=35866&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


서울의 두 대표공원인 남산공원과 월드컵공원의 기록물을 만날 수 있다. 남산공원은 산에서 공원으로 변화해온 서울의 랜드마크이자 서울의 대표공원이며, 월드컵공원은 쓰레기매립지에서 생태공원으로 변신하여 세계 곳곳에서 사례지로 방문이 이어지는 공원이다. 이번 전시회는 서울시 2020년 시정협치 ‘공원아카이브 구축 사업’으로 진행된 「우리의 공원」전의 일환으로 10월13일 남산식물원 전시(서울식물원), 10월 27일 서울숲이야기 전시에 이은 마지막 전시다.서울시에서 최초로 선보이는 디지털 형식의 공원아카이브 전시로 서울의 산과 공원 홈페이지(http://parks.seoul.go.kr) 및 서울기록원 홈페이지(http://archives.seoul.go.kr)를 통해 시민 누구나 손쉽게 온라인으로 관람할 수 있다. ",2020.11.10 ~ 2021.05.06,
82,OCI미술관 열 돌 기념전 깍지,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=35744&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


※아티스트 토크 행사 일정  11. 11(수) 19:00  작가와의 대화 1부   12. 05(토) 15:00  작가와의 대화 2부      《깍지》는 작가들이 둘씩 짝지어 서로를 돋보이게 비추고 밀어주는 의기투합 실험장이다.      평소 각 작가의 전시를 따로 볼 때 만나지 못한 새로운 면모, 기대감을 부르는 조합, 기발한 공간 해석을 즐기는 매력적인 전시. 그림으로 만든 양꼬치, 6m 높이의 합동 벽화, 시들지 않는 꽃과 새, 풍경 조각으로 가득 찬 방을 만난다.      강서경, 권인경, 김수연, 라오미, 박경종, 배윤환, 신민, 지희킴, 최수진, 홍승혜 총 10명의 작가가 다섯 개의 깍지를 이루어, 다수의 신작을 포함한 설치 중심 작업을 선보인다. ",2020.10.22 ~ 2020.12.19,"03144  서울 종로구 우정국로 45-14 (수송동, OCI미술관)"
